ROWNUM;Name;AdmArea;District;Location;Longitude_WGS84;Latitude_WGS84;Material;global_id;
454;"Искусственная дорожная неровность по адресу 1-я улица Леонова, дом 16, строение 8";"Северо-Восточный административный округ";"район Ростокино";"1-я улица Леонова, дом 16, строение 8";"37.6441716337173";"55.843590860214";"пластик";"1711662";
455;"Искусственная дорожная неровность по адресу 1-я Останкинская улица, дом 29";"Северо-Восточный административный округ";"Останкинский район";"1-я Останкинская улица, дом 14/7";"37.6243822950821";"55.8240280791178";"пластик";"1711653";
456;"Искусственная дорожная неровность по адресу Митинская улица, дом 19";"Северо-Западный административный округ";"район Митино";"Митинская улица, дом 19";"37.3672461305523";"55.8434151343105";"пластик";"1711661";
457;"Искусственная дорожная неровность по адресу 1-я улица Леонова, дом 1";"Северо-Восточный административный округ";"район Ростокино";"1-я улица Леонова, дом 1";"37.6458185097378";"55.8430420966297";"пластик";"1711660";
458;"Искусственная дорожная неровность по адресу Конаковский проезд, дом 3";"Северный административный округ";"Головинский район";"Конаковский проезд, дом 3";"37.4823110514275";"55.8457224538265";"пластик";"1711664";
459;"Искусственная дорожная неровность по адресу 3-й Лихачёвский переулок, дом 2А";"Северный административный округ";"Головинский район";"3-й Лихачёвский переулок, дом 2А";"37.5161144282952";"55.8479254205978";"пластик";"1711669";
460;"Искусственная дорожная неровность по адресу 3-й Митинский проезд, дом 8";"Северо-Западный административный округ";"район Митино";"3-й Митинский проезд, дом 8";"37.3508821417573";"55.8476083441929";"пластик";"1711667";
461;"Искусственная дорожная неровность по адресу Парусный проезд, дом 8";"Северо-Западный административный округ";"район Южное Тушино";"Парусный проезд, дом 8";"37.4501280646525";"55.8471658348801";"пластик";"1711666";
462;"Искусственная дорожная неровность по адресу проезд Нансена, дом 8, строение 2";"Северо-Восточный административный округ";"район Свиблово";"проезд Нансена, дом 8, строение 2";"37.6525025746279";"55.8503698728872";"пластик";"1711672";
463;"Искусственная дорожная неровность по адресу Авангардная улица, дом 11";"Северный административный округ";"Головинский район";"Авангардная улица, дом 11";"37.4888304955503";"55.847655880477";"пластик";"1711668";
464;"Искусственная дорожная неровность по адресу 2-й Ботанический проезд, дом 4";"Северо-Восточный административный округ";"район Свиблово";"2-й Ботанический проезд, дом 4";"37.6381152055465";"55.8503698718786";"пластик";"1711671";
465;"Искусственная дорожная неровность по адресу Конаковский проезд, дом 5";"Северный административный округ";"Головинский район";"Конаковский проезд, дом 6, корпус 1";"37.4817853384586";"55.8462610879714";"пластик";"1711665";
466;"Искусственная дорожная неровность по адресу 1-я улица Леонова, дом 16, строение 7";"Северо-Восточный административный округ";"район Ростокино";"1-я улица Леонова, дом 16, строение 7";"37.6412694842581";"55.8442494035113";"пластик";"1711663";
467;"Искусственная дорожная неровность по адресу Смольная улица, дом 10";"Северный административный округ";"Головинский район";"Смольная улица, дом 10";"37.4980992039557";"55.8479936062992";"пластик";"1711670";
468;"Искусственная дорожная неровность 1 по адресу улица Амундсена, дом 10, корпус 2";"Северо-Восточный административный округ";"район Свиблово";"улица Амундсена, дом 10, корпус 2";"37.6588164949934";"55.8530357306476";"пластик";"1711677";
469;"Искусственная дорожная неровность по адресу Олонецкая улица, дом 13";"Северо-Восточный административный округ";"Останкинский район";"Олонецкая улица, дом 15";"37.618309776288";"55.8525969031069";"пластик";"1711674";
470;"Искусственная дорожная неровность по адресу улица Лавочкина, дом 34";"Северный административный округ";"район Ховрино";"улица Лавочкина, дом 34";"37.4939050669122";"55.8550107966305";"пластик";"1711680";
471;"Искусственная дорожная неровность по адресу проезд Нансена, дом 8, строение 16";"Северо-Восточный административный округ";"район Свиблово";"проезд Нансена, дом 8, строение 16";"37.6520868325178";"55.8507934104178";"пластик";"1711673";
472;"Искусственная дорожная неровность по адресу улица Героев Панфиловцев, дом 45";"Северо-Западный административный округ";"район Северное Тушино";"улица Героев Панфиловцев, дом 45";"37.4083819960451";"55.8533700489916";"пластик";"1711678";
473;"Искусственная дорожная неровность 2 по адресу улица Амундсена, дом 10, корпус 2";"Северо-Восточный административный округ";"район Свиблово";"улица Амундсена, дом 10, корпус 2";"37.660125413126";"55.8534617955952";"пластик";"1711679";
474;"Искусственная дорожная неровность по адресу Митинская улица, дом 51";"Северо-Западный административный округ";"район Митино";"Митинская улица, дом 51";"37.3524545869667";"55.8529228880964";"пластик";"1711676";
475;"Искусственная дорожная неровность по адресу Ангелов переулок, дом 6";"Северо-Западный административный округ";"район Митино";"Ангелов переулок, дом 6";"37.3471961169914";"55.8527542824499";"пластик";"1711675";
476;"Искусственная дорожная неровность по адресу улица Амундсена, дом 21Б, строение 2";"Северо-Восточный административный округ";"район Свиблово";"улица Амундсена, дом 21Б, строение 2";"37.6551955136439";"55.855312621288";"пластик";"1711681";
477;"Искусственная дорожная неровность по адресу Отрадная улица, дом 15";"Северо-Восточный административный округ";"район Отрадное";"Отрадная улица, дом 15";"37.615480715557";"55.8554628273497";"пластик";"1711682";
478;"Искусственная дорожная неровность по адресу улица Героев Панфиловцев, дом 22, корпус 1, строение 2";"Северо-Западный административный округ";"район Северное Тушино";"улица Героев Панфиловцев, дом 22, корпус 1, строение 2";"37.4128418403766";"55.8570023001257";"асфальт";"1711685";
479;"Искусственная дорожная неровность по адресу проезд Русанова, дом 33, корпус 1";"Северо-Восточный административный округ";"район Свиблово";"проезд Русанова, дом 33, корпус 1";"37.6378469847723";"55.8573523007752";"пластик";"1711687";
480;"Искусственная дорожная неровность по адресу Планерная улица, дом 12";"Северо-Западный административный округ";"район Северное Тушино";"Планерная улица, дом 12";"37.4370992348433";"55.8599338973779";"пластик";"1711691";
481;"Искусственная дорожная неровность по адресу Радужная улица, дом 14, корпус 1";"Северо-Восточный административный округ";"Бабушкинский район";"Радужная улица, дом 14, корпус 1";"37.6668631227099";"55.860098600517";"пластик";"1711692";
482;"Искусственная дорожная неровность по адресу улица Героев Панфиловцев, дом 17, корпус 1";"Северо-Западный административный округ";"район Северное Тушино";"улица Героев Панфиловцев, дом 17, корпус 1";"37.4265750859125";"55.8581590122086";"пластик";"1711688";
483;"Искусственная дорожная неровность по адресу Отрадная улица, дом 11";"Северо-Восточный административный округ";"район Отрадное";"Отрадная улица, дом 11";"37.6136866523738";"55.8560169789487";"пластик";"1711683";
484;"Искусственная дорожная неровность по адресу улица Ляпидевского, дом 12";"Северный административный округ";"район Ховрино";"улица Ляпидевского, дом 12";"37.4955710545903";"55.8568806689573";"пластик";"1711684";
485;"Искусственная дорожная неровность по адресу Вересковая улица, дом 5";"Северо-Восточный административный округ";"район Свиблово";"Вересковая улица, дом 5";"37.6400034813417";"55.8596187197826";"пластик";"1711690";
486;"Искусственная дорожная неровность по адресу проезд Русанова, дом 35";"Северо-Восточный административный округ";"район Свиблово";"проезд Русанова, дом 35";"37.637128152882";"55.857211709282";"пластик";"1711686";
487;"Искусственная дорожная неровность по адресу Пятницкое шоссе, дом 45";"Северо-Западный административный округ";"район Митино";"Пятницкое шоссе, дом 45";"37.3496233478211";"55.858282997388";"пластик";"1711689";
488;"Искусственная дорожная неровность по адресу Бескудниковский переулок, дом 4";"Северный административный округ";"Бескудниковский район";"Бескудниковский переулок, дом 4";"37.5564742985029";"55.8633749148064";"пластик";"1711702";
489;"Искусственная дорожная неровность по адресу улица Коминтерна, дом 4";"Северо-Восточный административный округ";"Бабушкинский район";"улица Коминтерна, дом 4";"37.674977475314";"55.8612118613884";"пластик";"1711697";
490;"Искусственная дорожная неровность по адресу улица Вилиса Лациса, дом 25";"Северо-Западный административный округ";"район Северное Тушино";"улица Вилиса Лациса, дом 25";"37.4202350128941";"55.8620263171869";"пластик";"1711698";
491;"Искусственная дорожная неровность по адресу Радужная улица, дом 10";"Северо-Восточный административный округ";"Бабушкинский район";"Радужная улица, дом 10";"37.6695453313499";"55.8603303422651";"пластик";"1711693";
492;"Искусственная дорожная неровность по адресу улица Вешних Вод, дом 8, корпус 1";"Северо-Восточный административный округ";"Ярославский район";"улица Вешних Вод, дом 10, строение 6";"37.6996772684985";"55.8608617140166";"пластик";"1711695";
493;"Искусственная дорожная неровность по адресу Каргопольская улица, дом 8 строение 1";"Северо-Восточный административный округ";"район Отрадное";"Каргопольская улица, дом 8";"37.5907529281733";"55.8622934029005";"пластик";"1711700";
494;"Искусственная дорожная неровность по адресу Дегунинская улица, дом 2";"Северный административный округ";"район Западное Дегунино";"Дегунинская улица, дом 1";"37.5404291568365";"55.8633319261378";"пластик";"1711701";
495;"Искусственная дорожная неровность по адресу Пяловская улица, дом 21";"Северный административный округ";"район Западное Дегунино";"Пяловская улица, дом 21";"37.5354432653628";"55.8620952338291";"пластик";"1711699";
496;"Искусственная дорожная неровность по адресу Дубнинская улица, дом 17, корпус 1";"Северный административный округ";"район Восточное Дегунино";"Дубнинская улица, дом 17, корпус 1";"37.567668999369";"55.8609831401422";"пластик";"1711696";
497;"Искусственная дорожная неровность по адресу Вересковая улица, дом 10";"Северо-Восточный административный округ";"район Свиблово";"Вересковая улица, дом 10";"37.6415484345101";"55.8604538481325";"пластик";"1711694";
498;"Искусственная дорожная неровность по адресу Печорская улица, дом 5";"Северо-Восточный административный округ";"Бабушкинский район";"Печорская улица, дом 4";"37.6700549510004";"55.8634400402022";"пластик";"1711704";
499;"Искусственная дорожная неровность по адресу Палехская улица, дом 9, корпус 3";"Северо-Восточный административный округ";"Ярославский район";"Палехская улица, дом 9, корпус 3";"37.6954501057919";"55.8652746562272";"пластик";"1711710";
500;"Искусственная дорожная неровность по адресу улица Ивана Сусанина, дом 2, корпус 1";"Северный административный округ";"район Западное Дегунино";"улица Ивана Сусанина, дом 2, корпус 1";"37.5289327046799";"55.8646904684672";"пластик";"1711707";
501;"Искусственная дорожная неровность по адресу улица Пестеля, дом 6";"Северо-Восточный административный округ";"район Отрадное";"улица Пестеля, дом 6";"37.6146842665311";"55.8646723716716";"пластик";"1711706";
502;"Искусственная дорожная неровность по адресу улица Коминтерна, дом 7";"Северо-Восточный административный округ";"Бабушкинский район";"улица Коминтерна, дом 7";"37.6784809435496";"55.8634324236771";"пластик";"1711703";
503;"Искусственная дорожная неровность по адресу Лосиноостровская улица, дом 40, корпус 1";"Восточный административный округ";"район Метрогородок";"Лосиноостровская улица, дом 40, корпус 1";"37.7267965768827";"55.8269429262674";"асфальт";"1711711";
504;"Искусственная дорожная неровность по адресу Селигерская улица, дом 14";"Северный административный округ";"Бескудниковский район";"Селигерская улица, дом 14";"37.553184903291";"55.864817545038";"пластик";"1711708";
505;"Искусственная дорожная неровность по адресу Палехская улица, дом 8";"Северо-Восточный административный округ";"Ярославский район";"Палехская улица, дом 6";"37.6942377475693";"55.8643232001619";"пластик";"1711705";
506;"Искусственная дорожная неровность по адресу Алтуфьевское шоссе, дом 30Г";"Северо-Восточный административный округ";"район Отрадное";"Алтуфьевское шоссе, дом 30Г";"37.585002608122";"55.8650133416097";"пластик";"1711709";
507;"Искусственная дорожная неровность по адресу Коптевская улица, дом 63";"Северный административный округ";"район Коптево";"Коптевская улица, дом 63";"37.5176181407071";"55.8280776975184";"пластик";"1711712";
508;"Искусственная дорожная неровность по адресу бульвар Матроса Железняка, дом 17/14";"Северный административный округ";"район Коптево";"бульвар Матроса Железняка, дом 17/14";"37.5262778209943";"55.8315828738806";"пластик";"1711722";
509;"Искусственная дорожная неровность по адресу улица Академика Комарова, дом 5";"Северо-Восточный административный округ";"район Марфино";"улица Академика Комарова, дом 5";"37.5942168310105";"55.8300201207597";"пластик";"1711715";
510;"Искусственная дорожная неровность по адресу улица Рословка, дом 8";"Северо-Западный административный округ";"район Митино";"улица Рословка, дом 8";"37.3606711974944";"55.8308085312338";"пластик";"1711719";
511;"Искусственная дорожная неровность по адресу проезд Стратонавтов, дом 15";"Северо-Западный административный округ";"район Покровское-Стрешнево";"проезд Стратонавтов, дом 15";"37.4291354201179";"55.8282364082843";"пластик";"1711713";
512;"Искусственная дорожная неровность по адресу Верхняя аллея, дом 1";"Северный административный округ";"Тимирязевский район";"Верхняя аллея, дом 1";"37.5543305400442";"55.83069106572";"пластик";"1711717";
513;"Искусственная дорожная неровность по адресу Малахитовая улица, дом 13, строение 1";"Северо-Восточный административный округ";"район Ростокино";"Малахитовая улица, дом 13, строение 1";"37.6637391863936";"55.8306620078064";"пластик";"1711716";
514;"Искусственная дорожная неровность по адресу бульвар Матроса Железняка, дом 12";"Северный административный округ";"район Коптево";"бульвар Матроса Железняка, дом 12";"37.5254493524185";"55.8290478821409";"пластик";"1711714";
515;"Искусственная дорожная неровность по адресу бульвар Матроса Железняка, дом 15/9";"Северный административный округ";"район Коптево";"бульвар Матроса Железняка, дом 15/9";"37.5261073315332";"55.8307857951544";"пластик";"1711718";
516;"Искусственная дорожная неровность по адресу Большая Марфинская улица, дом 7";"Северо-Восточный административный округ";"район Марфино";"Большая Марфинская улица, дом 4";"37.5925676085905";"55.8309415716423";"пластик";"1711720";
517;"Искусственная дорожная неровность по адресу бульвар Матроса Железняка, дом 18/12";"Северный административный округ";"район Коптево";"бульвар Матроса Железняка, дом 18/12";"37.5264077407406";"55.8314862594838";"пластик";"1711721";
518;"Искусственная дорожная неровность по адресу Пятницкое шоссе, дом 9";"Северо-Западный административный округ";"район Митино";"Пятницкое шоссе, дом 9";"37.3860110322341";"55.8391334593758";"пластик";"1711732";
519;"Искусственная дорожная неровность по адресу улица Бажова, дом 22";"Северо-Восточный административный округ";"район Ростокино";"улица Бажова, дом 22";"37.6640468027846";"55.8361234999867";"пластик";"1711730";
520;"Искусственная дорожная неровность по адресу Малая Ботаническая улица, дом 21";"Северо-Восточный административный округ";"район Марфино";"Малая Ботаническая улица, дом 21";"37.5850374744332";"55.8317228916288";"пластик";"1711723";
521;"Искусственная дорожная неровность по адресу улица Докукина, дом 3, корпус 1";"Северо-Восточный административный округ";"район Ростокино";"улица Докукина, дом 3, корпус 1";"37.6557534123511";"55.8372344231207";"пластик";"1711731";
522;"Искусственная дорожная неровность по адресу 2-й Сельскохозяйственный проезд, дом 4";"Северо-Восточный административный округ";"район Ростокино";"2-й Сельскохозяйственный проезд, дом 4";"37.6438658606693";"55.833359338677";"пластик";"1711726";
523;"Искусственная дорожная неровность по адресу 1-й Тушинский проезд, дом 13";"Северо-Западный административный округ";"район Покровское-Стрешнево";"1-й Тушинский проезд, дом 13";"37.4200482639263";"55.8333108591595";"пластик";"1711725";
524;"Искусственная дорожная неровность по адресу Ростокинская улица, дом 7";"Северо-Восточный административный округ";"район Ростокино";"Ростокинская улица, дом 7";"37.664267581732";"55.833514839998";"пластик";"1711727";
525;"Искусственная дорожная неровность по адресу Волоцкой переулок, дом 15, корпус 2";"Северо-Западный административный округ";"район Митино";"Волоцкой переулок, дом 15, корпус 2";"37.3516930060486";"55.8317698545325";"пластик";"1711724";
526;"Искусственная дорожная неровность по адресу Ростокинская улица, дом 3";"Северо-Восточный административный округ";"район Ростокино";"Ростокинская улица, дом 3";"37.6606913580432";"55.8348881083378";"пластик";"1711728";
527;"Искусственная дорожная неровность по адресу 3-й Михалковский переулок, дом 16";"Северный административный округ";"район Коптево";"3-й Михалковский переулок, дом 16";"37.5269852532637";"55.835724534999";"пластик";"1711729";
528;"Искусственная дорожная неровность по адресу улица Докукина, дом 16, строение 2";"Северо-Восточный административный округ";"район Ростокино";"улица Докукина, дом 16, строение 2";"37.6483505155706";"55.8414242463913";"пластик";"1711734";
529;"Искусственная дорожная неровность по адресу Ивановская улица, дом 4";"Северный административный округ";"Тимирязевский район";"Ивановская улица, дом 4";"37.5685066846596";"55.8181606402334";"пластик";"1711742";
530;"Искусственная дорожная неровность по адресу улица Гончарова, дом 13Б";"Северо-Восточный административный округ";"Бутырский район";"улица Гончарова, дом 13Б";"37.5859596516662";"55.8175735708498";"пластик";"1711737";
531;"Искусственная дорожная неровность по адресу улица Павла Корчагина, дом 13";"Северо-Восточный административный округ";"Алексеевский район";"улица Павла Корчагина, дом 13";"37.661172645728";"55.8181325157253";"пластик";"1711741";
532;"Искусственная дорожная неровность по адресу Линейный проезд, дом 11";"Северный административный округ";"Тимирязевский район";"Линейный проезд, дом 11";"37.5737190566878";"55.8419463367849";"пластик";"1711736";
533;"Искусственная дорожная неровность по адресу улица Павла Корчагина, дом 18";"Северо-Восточный административный округ";"Алексеевский район";"улица Павла Корчагина, дом 16";"37.6615800065565";"55.8182533253989";"пластик";"1711743";
534;"Искусственная дорожная неровность по адресу улица 9 Мая, дом 16";"Восточный административный округ";"район Восточный";"улица 9 Мая, дом 16";"37.8682165482446";"55.817586698604";"пластик";"1711738";
535;"Искусственная дорожная неровность по адресу улица Гончарова, дом 13, корпус 1";"Северо-Восточный административный округ";"Бутырский район";"улица Гончарова, дом 13, корпус 1";"37.5858121285336";"55.8178430404471";"пластик";"1711740";
536;"Искусственная дорожная неровность по адресу Алтайская улица, дом 10";"Восточный административный округ";"район Гольяново";"Алтайская улица, дом 10";"37.8086807288407";"55.8199968208845";"пластик";"1711748";
537;"Искусственная дорожная неровность по адресу улица Кондратюка, дом 5";"Северо-Восточный административный округ";"Останкинский район";"улица Кондратюка, дом 7, строение 6";"37.6326327694012";"55.8188838337362";"пластик";"1711744";
538;"Искусственная дорожная неровность по адресу улица 800-летия Москвы, дом 18";"Северный административный округ";"район Восточное Дегунино";"улица 800-летия Москвы, дом 18";"37.5523131871225";"55.8793936366519";"пластик";"1711750";
539;"Искусственная дорожная неровность по адресу Главная улица, дом 13";"Восточный административный округ";"район Восточный";"Главная улица, дом 13";"37.8668209606535";"55.8191342870085";"пластик";"1711745";
540;"Искусственная дорожная неровность по адресу Анадырский проезд, дом 14, корпус 1";"Северо-Восточный административный округ";"Лосиноостровский район";"Анадырский проезд, дом 14, корпус 1";"37.7092120183652";"55.8801086775576";"пластик";"1711752";
541;"Искусственная дорожная неровность по адресу Инженерная улица, дом 16";"Северо-Восточный административный округ";"Алтуфьевский район";"Инженерная улица, дом 16";"37.5794174109964";"55.8796851007852";"пластик";"1711751";
542;"Искусственная дорожная неровность по адресу 2-я Радиаторская улица, дом 9";"Северный административный округ";"Войковский район";"2-я Радиаторская улица, дом 9";"37.4917209103169";"55.8200194663741";"пластик";"1711749";
543;"Искусственная дорожная неровность по адресу улица Кондратюка, дом 6";"Северо-Восточный административный округ";"Останкинский район";"улица Кондратюка, дом 6";"37.6342420949445";"55.8192731549973";"пластик";"1711747";
544;"Искусственная дорожная неровность по адресу Иваньковское шоссе, дом 3";"Северо-Западный административный округ";"район Покровское-Стрешнево";"Иваньковское шоссе, дом 3";"37.4674578151414";"55.8191850572725";"пластик";"1711746";
545;"Искусственная дорожная неровность по адресу Илимская улица, дом 10";"Северо-Восточный административный округ";"район Лианозово";"Илимская улица, дом 10";"37.581973389271";"55.8899462837765";"пластик";"1711753";
546;"Искусственная дорожная неровность по адресу Новгородская улица, дом 8";"Северо-Восточный административный округ";"район Лианозово";"Новгородская улица, дом 8";"37.5798001301384";"55.8934932410662";"пластик";"1711762";
547;"Искусственная дорожная неровность по адресу улица Конёнкова, дом 10";"Северо-Восточный административный округ";"район Бибирево";"улица Конёнкова, дом 10";"37.6102551041582";"55.8911594938155";"пластик";"1711757";
548;"Искусственная дорожная неровность по адресу Мурановская улица, дом 15А";"Северо-Восточный административный округ";"район Бибирево";"Мурановская улица, дом 15А";"37.6010497638112";"55.8932988040511";"пластик";"1711761";
549;"Искусственная дорожная неровность по адресу Северодвинская улица, дом 13";"Северо-Восточный административный округ";"район Северное Медведково";"Северодвинская улица, дом 13";"37.6810459741473";"55.8927852338882";"пластик";"1711759";
550;"Искусственная дорожная неровность по адресу Алтуфьевское шоссе, дом 87";"Северо-Восточный административный округ";"район Лианозово";"Алтуфьевское шоссе, дом 87";"37.5858988015855";"55.8929471637673";"пластик";"1711760";
551;"Искусственная дорожная неровность по адресу улица Софьи Ковалевской, дом 4А, строение 1";"Северный административный округ";"Дмитровский район";"улица Софьи Ковалевской, дом 4А, строение 1";"37.5330477181132";"55.8804511128238";"пластик";"1711763";
552;"Искусственная дорожная неровность по адресу Абрамцевская улица, дом 1";"Северо-Восточный административный округ";"район Лианозово";"Абрамцевская улица, дом 1";"37.5735819306563";"55.8918300194226";"пластик";"1711758";
553;"Искусственная дорожная неровность по адресу Северодвинская улица, дом 11, корпус 1";"Северо-Восточный административный округ";"район Северное Медведково";"Северодвинская улица, дом 11, корпус 1";"37.6806872292436";"55.8910940043465";"пластик";"1711755";
554;"Искусственная дорожная неровность по адресу Илимская улица, дом 8";"Северо-Восточный административный округ";"район Лианозово";"Илимская улица, дом 8";"37.579805325994";"55.8906501036819";"пластик";"1711754";
555;"Искусственная дорожная неровность по адресу улица Конёнкова, дом 15А";"Северо-Восточный административный округ";"район Бибирево";"улица Конёнкова, дом 15А";"37.6101451332994";"55.8911362071724";"асфальт";"1711756";
556;"Искусственная дорожная неровность по адресу Костромская улица, дом 15";"Северо-Восточный административный округ";"район Бибирево";"Костромская улица, дом 15";"37.5993733808286";"55.8850704269918";"пластик";"1711773";
557;"Искусственная дорожная неровность по адресу Дубнинская улица, дом 73";"Северный административный округ";"район Восточное Дегунино";"Дубнинская улица, дом 73";"37.5574497844598";"55.8826986500939";"пластик";"1711768";
558;"Искусственная дорожная неровность по адресу Костромская улица, дом 19А";"Северо-Восточный административный округ";"район Бибирево";"Костромская улица, дом 19А";"37.6007466722344";"55.8841538452394";"пластик";"1711771";
559;"Искусственная дорожная неровность по адресу Алтуфьевское шоссе, дом 56";"Северо-Восточный административный округ";"Алтуфьевский район";"Алтуфьевское шоссе, дом 56";"37.5871782154507";"55.8807901559731";"пластик";"1711765";
560;"Искусственная дорожная неровность по адресу Бибиревская улица, дом 17Г";"Северо-Восточный административный округ";"Алтуфьевский район";"Бибиревская улица, дом 17Г";"37.6000171117645";"55.8818140502043";"пластик";"1711766";
561;"Искусственная дорожная неровность по адресу Правобережная улица, дом 4";"Северный административный округ";"район Левобережный";"Правобережная улица, дом 4";"37.4527179067183";"55.8806563458877";"пластик";"1711764";
562;"Искусственная дорожная неровность по адресу Заревый проезд, дом 2";"Северо-Восточный административный округ";"район Северное Медведково";"Заревый проезд, дом 2";"37.6581030296386";"55.8833699103847";"пластик";"1711770";
563;"Искусственная дорожная неровность по адресу Заревый проезд, дом 1, строение 2";"Северо-Восточный административный округ";"район Северное Медведково";"Заревый проезд, дом 1, строение 2";"37.6586823873013";"55.8828754187139";"пластик";"1711769";
564;"Искусственная дорожная неровность по адресу Дубнинская улица, дом 32";"Северный административный округ";"район Восточное Дегунино";"Дубнинская улица, дом 32";"37.5574531369724";"55.8849741344438";"пластик";"1711772";
565;"Искусственная дорожная неровность 2 по адресу улица Плещеева, дом 26А";"Северо-Восточный административный округ";"район Бибирево";"улица Плещеева, дом 26А";"37.6204662737557";"55.8882602046059";"пластик";"1711782";
566;"Искусственная дорожная неровность по адресу улица Пришвина, дом 10";"Северо-Восточный административный округ";"район Бибирево";"улица Пришвина, дом 10, строение 1";"37.5968869734795";"55.8890627810369";"пластик";"1711783";
567;"Искусственная дорожная неровность по адресу Костромская улица, дом 10";"Северо-Восточный административный округ";"Алтуфьевский район";"Костромская улица, дом 10";"37.595296423624";"55.8868311686475";"пластик";"1711778";
568;"Искусственная дорожная неровность по адресу улица Плещеева, дом 14";"Северо-Восточный административный округ";"район Бибирево";"улица Плещеева, дом 14";"37.6137392945478";"55.8854804703653";"пластик";"1711774";
569;"Искусственная дорожная неровность по адресу Керамический проезд, дом 61, корпус 3";"Северный административный округ";"район Восточное Дегунино";"Керамический проезд, дом 61, корпус 3";"37.5661507028083";"55.8858233303205";"пластик";"1711776";
570;"Искусственная дорожная неровность по адресу Керамический проезд, дом 67, корпус 2";"Северный административный округ";"район Восточное Дегунино";"Керамический проезд, дом 67, корпус 2";"37.5634648065842";"55.8882064096141";"пластик";"1711781";
571;"Искусственная дорожная неровность 1 по адресу улица Плещеева, дом 26А";"Северо-Восточный административный округ";"район Бибирево";"улица Плещеева, дом 26А";"37.6200156635378";"55.8880793183855";"пластик";"1711780";
572;"Искусственная дорожная неровность по адресу Стартовая улица, дом 1";"Северо-Восточный административный округ";"Лосиноостровский район";"Стартовая улица, дом 1";"37.7086868084528";"55.8856729610155";"пластик";"1711775";
573;"Искусственная дорожная неровность по адресу Костромская улица, дом 12Б";"Северо-Восточный административный округ";"Алтуфьевский район";"Костромская улица, дом 12Б";"37.5975280220461";"55.8860593465975";"пластик";"1711777";
574;"Искусственная дорожная неровность по адресу Стартовая улица, дом 23, корпус 1";"Северо-Восточный административный округ";"Лосиноостровский район";"Стартовая улица, дом 23, корпус 1";"37.6945166978212";"55.8872894323807";"пластик";"1711779";
575;"Искусственная дорожная неровность по адресу Заповедная улица, дом 22";"Северо-Восточный административный округ";"район Южное Медведково";"Заповедная улица, дом 22";"37.6429014410584";"55.8670548683289";"пластик";"1711793";
576;"Искусственная дорожная неровность по адресу Алтуфьевское шоссе, дом 89";"Северо-Восточный административный округ";"район Лианозово";"Алтуфьевское шоссе, дом 89";"37.5858988024837";"55.8951657152879";"пластик";"1711786";
577;"Искусственная дорожная неровность 1 по адресу Алтуфьевское шоссе, дом 91";"Северо-Восточный административный округ";"район Лианозово";"Алтуфьевское шоссе, дом 91";"37.586048168061";"55.8963244903446";"пластик";"1711788";
