ROWNUM;Name;AdmArea;District;Location;Longitude_WGS84;Latitude_WGS84;Material;global_id;
789;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 2045";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, корпус 2045";"37.1683316759298";"55.9700948230613";"пластик";"2043830";
790;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 2008";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, корпус 2008";"37.1620231203031";"55.9745156922643";"пластик";"2043834";
791;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 1207";"Зеленоградский административный округ";"район Силино";"город Зеленоград, корпус 1207";"37.1961193632247";"55.9954172431612";"пластик";"2043829";
792;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 2030";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, корпус 2030";"37.1726875842846";"55.9741860310692";"пластик";"2043833";
793;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 2006";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, корпус 2006";"37.1621196820096";"55.9750496179369";"пластик";"2043836";
794;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 2003";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, корпус 2003";"37.1620606725769";"55.9755624812791";"пластик";"2043838";
795;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 1519";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, корпус 1519";"37.161078983753";"55.9840777737125";"пластик";"2043845";
796;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 607";"Зеленоградский административный округ";"район Савёлки";"город Зеленоград, корпус 607";"37.2299802385588";"55.9880086082331";"пластик";"2043847";
797;"Искусственная дорожная неровность 2 по адресу город Зеленоград, корпус 1824";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, корпус 1824";"37.1682458463959";"55.9827304762603";"пластик";"2043844";
798;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 1453";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, корпус 1453";"37.1579362735456";"55.9841140499376";"пластик";"2043846";
799;"Искусственная дорожная неровность 2 по адресу город Зеленоград, корпус 1609";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, корпус 1609";"37.1533327643456";"55.9761907579303";"асфальт";"2043840";
800;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 1471";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, корпус 1471";"37.1595984047562";"55.9881975686555";"пластик";"2043848";
801;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 1605";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, корпус 1605";"37.1491270596962";"55.9760654684355";"пластик";"2043839";
802;"Искусственная дорожная неровность 1 по адресу город Зеленоград, корпус 1824";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, корпус 1824";"37.1702826487419";"55.9808067159851";"пластик";"2043843";
803;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 1513, строение 1";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, корпус 1513, строение 1";"37.1618729174961";"55.980430307636";"пластик";"2043842";
804;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 1203";"Зеленоградский административный округ";"район Силино";"город Зеленоград, корпус 1203";"37.1887179738173";"55.9938643743403";"пластик";"2043850";
805;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 1143";"Зеленоградский административный округ";"район Силино";"город Зеленоград, корпус 1143";"37.176687953823";"55.9926740442124";"пластик";"2043849";
806;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 1130";"Зеленоградский административный округ";"район Силино";"город Зеленоград, корпус 1130";"37.1813135687654";"55.9963072172375";"пластик";"2043856";
807;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 501А";"Зеленоградский административный округ";"район Савёлки";"город Зеленоград, корпус 501А";"37.2335516014636";"55.9959350878567";"пластик";"2043853";
808;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 424Б";"Зеленоградский административный округ";"район Матушкино";"город Зеленоград, корпус 424Б";"37.2035168961647";"55.9955998734487";"пластик";"2043852";
809;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 428";"Зеленоградский административный округ";"район Матушкино";"город Зеленоград, корпус 428";"37.2044905360837";"55.9941913452334";"пластик";"2043851";
810;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 1121";"Зеленоградский административный округ";"район Силино";"город Зеленоград, корпус 1121";"37.1811204507423";"55.9960196978321";"пластик";"2043854";
811;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 317А, строение 1";"Зеленоградский административный округ";"район Савёлки";"город Зеленоград, корпус 317А, строение 1";"37.2167789097571";"55.9963755191909";"пластик";"2043857";
812;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 424А";"Зеленоградский административный округ";"район Матушкино";"город Зеленоград, корпус 424А";"37.2030877413091";"55.9961470357043";"пластик";"2043855";
813;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 314";"Зеленоградский административный округ";"район Савёлки";"город Зеленоград, корпус 314";"37.2213106687187";"55.997235514038";"пластик";"2043858";
814;"Искусственная дорожная неровность по адресу Ореховый бульвар, дом 35, корпус 1";"Южный административный округ";"район Зябликово";"Ореховый бульвар, дом 35, корпус 1";"37.735903";"55.613858";"пластик";"2834205";
815;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 222А";"Зеленоградский административный округ";"район Матушкино";"город Зеленоград, корпус 222А";"37.2017245092378";"56.0030307181361";"пластик";"2043861";
816;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 109А";"Зеленоградский административный округ";"район Матушкино";"город Зеленоград, корпус 109А";"37.2112792079921";"56.0069626126267";"пластик";"2043863";
817;"Искусственная дорожная неровность 2 по адресу город Зеленоград, корпус 418";"Зеленоградский административный округ";"район Матушкино";"город Зеленоград, корпус 418";"37.200657660125";"55.9998544618144";"пластик";"2043860";
818;"Искусственная дорожная неровность 1 по адресу город Зеленоград, корпус 418";"Зеленоградский административный округ";"район Матушкино";"город Зеленоград, корпус 418";"37.2004108965097";"55.9994336116133";"пластик";"2043859";
819;"Искусственная дорожная неровность по адресу 1-й Подольский переулок, дом 8А";"Южный административный округ";"Даниловский район";"1-й Подольский переулок, дом 8А";"37.625077";"55.71434";"пластик";"2834206";
820;"Искусственная дорожная неровность по адресу город Зеленоград, корпус 123";"Зеленоградский административный округ";"район Матушкино";"город Зеленоград, корпус 123";"37.2062879544744";"56.0063660431153";"пластик";"2043862";
821;"Искусственная дорожная неровность по адресу Малая Калужская улица, дом 1";"Южный административный округ";"Донской район";"Малая Калужская улица, дом 1";"37.600542";"55.720509";"пластик";"2834202";
822;"Искусственная дорожная неровность по адресу Криворожский проезд, дом 1";"Южный административный округ";"Нагорный район";"Криворожский проезд, дом 1";"37.61241";"55.665071";"пластик";"2834204";
823;"Искусственная дорожная неровность 2 по адресу Харьковский проезд, дом 9А";"Южный административный округ";"район Бирюлёво Западное";"Харьковский проезд, дом 9А";"37.638954";"55.590061";"пластик";"2834213";
824;"Искусственная дорожная неровность 1 по адресу Харьковский проезд, дом 9А";"Южный административный округ";"район Бирюлёво Западное";"Харьковский проезд, дом 9А";"37.638961";"55.592129";"пластик";"2834212";
825;"Искусственная дорожная неровность по адресу Сумской проезд, дом 17, корпус 1";"Южный административный округ";"район Чертаново Северное";"Сумской проезд, дом 17, корпус 1";"37.594012";"55.632621";"пластик";"2834208";
826;"Искусственная дорожная неровность по адресу Черноморский бульвар, дом 6-8";"Южный административный округ";"Нагорный район";"Черноморский бульвар, дом 6-8";"37.61168";"55.645482";"пластик";"2834214";
827;"Искусственная дорожная неровность по адресу Сумской проезд, дом 15, корпус 2";"Южный административный округ";"район Чертаново Северное";"Сумской проезд, дом 15, корпус 2";"37.595938";"55.633499";"пластик";"2834209";
828;"Искусственная дорожная неровность по адресу Сумской проезд, дом 10-12";"Южный административный округ";"район Чертаново Северное";"Сумской проезд, дом 10-12";"37.608063";"55.634523";"пластик";"2834210";
829;"Искусственная дорожная неровность по адресу Шипиловский проезд, дом 55";"Южный административный округ";"район Орехово-Борисово Южное";"Шипиловский проезд, дом 55";"37.70257";"55.606357";"пластик";"2834222";
830;"Искусственная дорожная неровность по адресу Шипиловская улица, дом 1-5";"Южный административный округ";"район Орехово-Борисово Северное";"Шипиловская улица, дом 1-5";"37.698996";"55.617598";"пластик";"2834221";
831;"Искусственная дорожная неровность по адресу Чертановская улица, дом 61, корпус 1";"Южный административный округ";"район Чертаново Южное";"Чертановская улица, дом 61, корпус 1";"37.588727";"55.59894";"пластик";"2834220";
832;"Искусственная дорожная неровность по адресу Чертановская улица, дом 7А";"Южный административный округ";"район Чертаново Северное";"Чертановская улица, дом 7А";"37.6011";"55.631396";"пластик";"2834218";
833;"Искусственная дорожная неровность по адресу Шипиловский проезд, дом 57";"Южный административный округ";"район Орехово-Борисово Южное";"Шипиловский проезд, дом 57";"37.705901";"55.604106";"пластик";"2834223";
834;"Искусственная дорожная неровность на 2-м Кабельном проезде с привязкой к адресу 2-я Кабельная улица, дом 4";"Юго-Восточный административный округ";"район Лефортово";"2-я Кабельная улица, дом 4";"37.714741";"55.748715";"пластик";"2834226";
835;"Искусственная дорожная неровность по адресу Чертановская улица, дом 62, корпус 2";"Южный административный округ";"район Чертаново Южное";"Чертановская улица, дом 62, корпус 2";"37.588304";"55.598999";"пластик";"2834219";
836;"Искусственная дорожная неровность по адресу Шипиловский проезд, дом 63, корпус 1";"Южный административный округ";"район Орехово-Борисово Южное";"Шипиловский проезд, дом 63, корпус 1";"37.7087";"55.602565";"пластик";"2834224";
837;"Искусственная дорожная неровность по адресу Чертановская улица, дом 4";"Южный административный округ";"район Чертаново Северное";"Чертановская улица, дом 4";"37.600562";"55.63162";"пластик";"2834217";
838;"Искусственная дорожная неровность по адресу Россошанская улица, дом 3, корпус 1, строение 2А";"Южный административный округ";"район Чертаново Южное";"Россошанская улица, дом 3, корпус 1, строение 2А";"37.607881332071";"55.5946812860805";"пластик";"2834228";
839;"Искусственная дорожная неровность по адресу Грайворонская улица, дом 20";"Юго-Восточный административный округ";"район Текстильщики";"Грайворонская улица, дом 20";"37.735206";"55.720497";"пластик";"4479610";
840;"Искусственная дорожная неровность по адесу улица Молостовых, дом 9, корпус 1";"Восточный административный округ";"район Ивановское";"улица Молостовых, дом 9, корпус 1";"37.8322008481059";"55.7583961498586";"пластик";"3893617";
841;"Искусственная дорожная неровность 1 по адресу Тихорецкий бульвар, дом 1, корпус 5";"Юго-Восточный административный округ";"район Люблино";"Тихорецкий бульвар, дом 1, корпус 5";"37.778791";"55.67902";"пластик";"4479681";
842;"Искусственная дорожная неровность по адресу Танковый проезд, дом 3А";"Юго-Восточный административный округ";"район Лефортово";"Танковый проезд, дом 3А";"37.689064";"55.756956";"пластик";"4479678";
843;"Искусственная дорожная неровность по адресу Таганрогская улица, дом 6";"Юго-Восточный административный округ";"район Люблино";"Таганрогская улица, дом 6";"37.756813";"55.684706";"пластик";"4479677";
844;"Искусственная дорожная неровность 2 по адресу Тихорецкий бульвар, дом 1, корпус 5";"Юго-Восточный административный округ";"район Люблино";"Тихорецкий бульвар, дом 1, корпус 5";"37.779554";"55.679678";"пластик";"4479682";
845;"Искусственная дорожная неровность по адресу Чугунные ворота, дом 11";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Чугунные ворота, дом 11";"37.801369";"55.695937";"пластик";"4479687";
846;"Искусственная дорожная неровность по адресу Ферганская улица, дом 5";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Ферганская улица, дом 5";"37.804255";"55.710423";"пластик";"4479685";
847;"Искусственная дорожная неровность по адресу Шатурская улица, дом 1";"Юго-Восточный административный округ";"Рязанский район";"Шатурская улица, дом 1";"37.76508";"55.730029";"пластик";"4479688";
848;"Искусственная дорожная неровность по адресу Ухтомская улица, дом 12";"Юго-Восточный административный округ";"район Лефортово";"Ухтомская улица, дом 12";"37.713692";"55.769638";"пластик";"4479683";
849;"Искусственная дорожная неровность по адресу Цимлянская улица, дом 5-7";"Юго-Восточный административный округ";"район Люблино";"Цимлянская улица, дом 5-7";"37.769886";"55.669739";"пластик";"4479686";
850;"Искусственная дорожная неровность по адресу Шоссейная улица, дом 82";"Юго-Восточный административный округ";"район Печатники";"Шоссейная улица, дом 82";"37.720319";"55.669696";"асфальт";"4479690";
851;"Искусственная дорожная неровность по адресу Шоссейная улица, дом 9";"Юго-Восточный административный округ";"район Печатники";"Шоссейная улица, дом 9";"37.726171";"55.689763";"пластик";"4479691";
852;"Искусственная дорожная неровность по адресу Шоссейная улица, дом 66";"Юго-Восточный административный округ";"район Печатники";"Шоссейная улица, дом 66";"37.722078";"55.672826";"пластик";"4479693";
853;"Искусственная дорожная неровность по адресу Шоссейная улица, дом 70";"Юго-Восточный административный округ";"район Печатники";"Шоссейная улица, дом 70";"37.721546";"55.671962";"пластик";"4479694";
854;"Искусственная дорожная неровность по адресу Ленская улица, дом 6";"Северо-Восточный административный округ";"Бабушкинский район";"Ленская улица, дом 6";"37.67098";"55.866051";"пластик";"4479704";
855;"Искусственная дорожная неровность по адресу Шумилова улица, дом 9";"Юго-Восточный административный округ";"район Кузьминки";"Шумилова улица, дом 9";"37.775461";"55.708207";"асфальт";"4479695";
856;"Искусственная дорожная неровность по адресу Ленская улица, дом 26";"Северо-Восточный административный округ";"Бабушкинский район";"Ленская улица, дом 26";"37.65867";"55.867729";"пластик";"4479706";
857;"Искусственная дорожная неровность по адресу Малая Ботаническая улица, дом 17";"Северо-Восточный административный округ";"район Марфино";"Малая Ботаническая улица, дом 17";"37.5877";"55.832188";"пластик";"4479707";
858;"Искусственная дорожная неровность по адресу Маломосковская улица, дом 7";"Северо-Восточный административный округ";"Алексеевский район";"Маломосковская улица, дом 7";"37.644264";"55.813541";"пластик";"4479708";
859;"Искусственная дорожная неровность по адресу Зональная улица, дом 6";"Северо-Восточный административный округ";"район Лианозово";"Зональная улица, дом 6";"37.555513";"55.904909";"пластик";"4479700";
860;"Искусственная дорожная неровность по адресу Новоалексеевская улица, дом 6";"Северо-Восточный административный округ";"Алексеевский район";"Новоалексеевская улица, дом 6";"37.641357";"55.807493";"пластик";"4479715";
861;"Искусственная дорожная неровность по адресу Отрадная улица, дом 20";"Северо-Восточный административный округ";"район Отрадное";"Отрадная улица, дом 20";"37.618243";"55.854732";"пластик";"4479717";
862;"Искусственная дорожная неровность по адресу Палехская улица, дом 131";"Северо-Восточный административный округ";"Ярославский район";"Палехская улица, дом 131";"37.710145";"55.875729";"пластик";"4479718";
863;"Искусственная дорожная неровность по адресу Новгородская улица, дом 38";"Северо-Восточный административный округ";"район Лианозово";"Новгородская улица, дом 38";"37.581489";"55.906169";"пластик";"4479714";
864;"Искусственная дорожная неровность по адресу Полярная улица, дом 9";"Северо-Восточный административный округ";"район Южное Медведково";"Полярная улица, дом 9";"37.636720";"55.874303";"пластик";"4479721";
865;"Искусственная дорожная неровность по адресу Алтуфьевское шоссе, дом 97, корпус 3";"Северо-Восточный административный округ";"район Лианозово";"Алтуфьевское шоссе, дом 97, корпус 3";"37.583337";"55.90413";"асфальт";"4485023";
866;"Искусственная дорожная неровность по адресу Анадырский проезд, дом 51";"Северо-Восточный административный округ";"Лосиноостровский район";"Анадырский проезд, дом 51";"37.703723";"55.878451";"пластик";"4485024";
867;"Искусственная дорожная неровность по адресу Ленская улица, дом 24";"Северо-Восточный административный округ";"Бабушкинский район";"Ленская улица, дом 24";"37.661108";"55.86747";"пластик";"4485035";
868;"Искусственная дорожная неровность по адресу Наро-Фоминская улица, дом 1";"Западный административный округ";"район Солнцево";"Наро-Фоминская улица, дом 1";"37.3897981345375";"55.657581369698";"пластик";"13391300";
869;"Искусственная дорожная неровность по адресу Новозаводская улица, дом 19";"Западный административный округ";"район Филёвский Парк";"Новозаводская улица, дом 19";"37.504702";"55.752699";"пластик";"13391302";
870;"Искусственная дорожная неровность по адресу Столовый переулок, дом 10/2, строение 1";"Центральный административный округ";"Пресненский район";"Столовый переулок, дом 10/2, строение 1";"37.5942664485569";"55.7570031491861";"пластик";"13391303";
871;"Искусственная дорожная неровность по адресу Ельнинская улица, дом 24";"Западный административный округ";"район Кунцево";"Ельнинская улица, дом 24";"37.4200730691063";"55.7395085392245";"пластик";"13391301";
872;"Искусственная дорожная неровность 2 по адресу Старомарьинское шоссе, дом 5";"Северо-Восточный административный округ";"район Марьина Роща";"Старомарьинское шоссе, дом 5";"37.611423";"55.803105";"пластик";"13391318";
873;"Искусственная дорожная неровность 1 по адресу Старомарьинское шоссе, дом 5";"Северо-Восточный административный округ";"район Марьина Роща";"Старомарьинское шоссе, дом 5";"37.611237";"55.802814";"пластик";"13391317";
874;"Искусственная дорожная неровность 1 по адресу Стандартная улица, дом 33";"Северо-Восточный административный округ";"Алтуфьевский район";"Стандартная улица, дом 33";"37.571363";"55.882108";"пластик";"13391315";
875;"Искусственная дорожная неровность по адресу Таймырская улица, дом 5";"Северо-Восточный административный округ";"Лосиноостровский район";"Таймырская улица, дом 5";"37.697058";"55.885092";"пластик";"13391321";
876;"Искусственная дорожная неровность 2 по адресу Стандартная улица, дом 33";"Северо-Восточный административный округ";"Алтуфьевский район";"Стандартная улица, дом 33";"37.573077";"55.882496";"пластик";"13391316";
877;"Искусственная дорожная неровность по адресу Угличская улица, дом 6";"Северо-Восточный административный округ";"район Лианозово";"Угличская улица, дом 6";"37.567961";"55.896625";"пластик";"13391327";
878;"Искусственная дорожная неровность по адресу Федоскинская улица, дом 4";"Северо-Восточный административный округ";"Ярославский район";"Федоскинская улица, дом 4";"37.702934";"55.868772";"пластик";"13391330";
879;"Искусственная дорожная неровность 1 по адресу Угличская улица, дом 17";"Северо-Восточный административный округ";"район Лианозово";"Угличская улица, дом 17";"37.567928";"55.904481";"пластик";"13391328";
880;"Искусственная дорожная неровность 2 по адресу Угличская улица, дом 17";"Северо-Восточный административный округ";"район Лианозово";"Угличская улица, дом 17";"37.568013";"55.905054";"пластик";"13391329";
881;"Искусственная дорожная неровность по адресу Хибинский проезд, дом 5";"Северо-Восточный административный округ";"Ярославский район";"Хибинский проезд, дом 5";"37.687233";"55.862612";"пластик";"13391332";
882;"Искусственная дорожная неровность по адресу Угличская улица, дом 4";"Северо-Восточный административный округ";"район Лианозово";"Угличская улица, дом 4";"37.567781";"55.893768";"пластик";"13391326";
883;"Искусственная дорожная неровность по адресу Холмогорская улица, дом 7";"Северо-Восточный административный округ";"Ярославский район";"Холмогорская улица, дом 7";"37.715439";"55.882124";"пластик";"13391334";
884;"Искусственная дорожная неровность по адресу Чукотский проезд, дом 4";"Северо-Восточный административный округ";"район Бибирево";"Чукотский проезд, дом 4";"37.65154";"55.868464";"пластик";"13391336";
885;"Искусственная дорожная неровность по адресу Холмогорская улица, дом 3";"Северо-Восточный административный округ";"Ярославский район";"Холмогорская улица, дом 3";"37.718912";"55.880467";"пластик";"13391333";
886;"Искусственная дорожная неровность 2 на проезде Черского с привязкой к адресу Путевой проезд, дом 10А";"Северо-Восточный административный округ";"Алтуфьевский район";"Путевой проезд, дом 10А";"37.578652";"55.875521";"пластик";"13409151";
887;"Искусственная дорожная неровность на Северном проезде с привязкой к адресу 1-я Северная линия, дом 1, корпус 29";"Северо-Восточный административный округ";"район Северный";"1-я Северная линия, дом 1, корпус 29";"37.552214";"55.944806";"пластик";"13409146";
888;"Искусственная дорожная неровность по адресу улица Корнейчука, дом 49";"Северо-Восточный административный округ";"район Бибирево";"улица Корнейчука, дом 49";"37.6288991384167";"55.892495186371";"асфальт";"19644946";
889;"Искусственная дорожная неровность по адресу Отрадный проезд, дом 4";"Северо-Восточный административный округ";"район Отрадное";"Отрадный проезд, дом 4";"37.6083674985061";"55.8543697789014";"пластик";"19644942";
890;"Искусственная дорожная неровность по адресу 3-й Сетуньский проезд, дом 3";"Западный административный округ";"район Раменки";"3-й Сетуньский проезд, дом 3";"37.5346957592486";"55.7323231494069";"пластик";"19644941";
891;"Искусственная дорожная неровность по адресу Путевой проезд, дом 8";"Северо-Восточный административный округ";"Алтуфьевский район";"Путевой проезд, дом 8";"37.5812905995865";"55.8740643512538";"пластик";"19644945";
892;"Искусственная дорожная неровность по адресу Северный бульвар, дом 5";"Северо-Восточный административный округ";"район Отрадное";"Северный бульвар, дом 5";"37.6040047171411";"55.8667235292891";"пластик";"19644943";
893;"Искусственная дорожная неровность по адресу 1-й Гончаровский переулок, дом 4, строение 2";"Северо-Восточный административный округ";"Бутырский район";"1-й Гончаровский переулок, дом 4, строение 2";"37.5860562106778";"55.8140703386674";"пластик";"19644954";
894;"Искусственная дорожная неровность по адресу 1-й Западный проезд, дом 1, строение 1";"Зеленоградский административный округ";"район Матушкино";"1-й Западный проезд, дом 1, строение 1";"37.1996169645633";"56.0098453680705";"пластик";"19644951";
895;"Искусственная дорожная неровность по адресу Старый Зыковский проезд, дом 5";"Северный административный округ";"район Аэропорт";"Старый Зыковский проезд, дом 5";"37.543520734938";"55.8023423197412";"пластик";"19644953";
896;"Искусственная дорожная неровность по адресу Дальняя улица, дом 8";"Западный административный округ";"район Внуково";"Дальняя улица, дом 8";"37.2588293877699";"55.6133195687707";"асфальт";"19644947";
897;"Искусственная дорожная неровность по адресу улица Плеханова, дом 4А";"Восточный административный округ";"район Перово";"улица Плеханова, дом 4А";"37.7587395023728";"55.7546072618363";"пластик";"19644955";
898;"Искусственная дорожная неровность по адресу Луговая улица, дом 11";"Западный административный округ";"район Внуково";"Луговая улица, дом 11";"37.2577779618321";"55.616060576045";"асфальт";"19644948";
899;"Искусственная дорожная неровность по адресу улица Адмирала Лазарева, дом 41";"Юго-Западный административный округ";"район Южное Бутово";"улица Адмирала Лазарева, дом 41";"37.5211329932924";"55.5425917799249";"пластик";"19644957";
900;"Искусственная дорожная неровность по адресу проспект Генерала Алексеева, дом 4";"Зеленоградский административный округ";"район Матушкино";"проспект Генерала Алексеева, дом 4";"37.1879225318029";"56.0089077090098";"пластик";"19644950";
901;"Искусственная дорожная неровность по адресу Центральная площадь, дом 3";"Зеленоградский административный округ";"район Савёлки";"Центральная площадь, дом 3";"37.2211819230705";"55.9904286901256";"асфальт";"19644949";
902;"Искусственная дорожная неровность по адресу улица Адмирала Лазарева, дом 57";"Юго-Западный административный округ";"район Южное Бутово";"улица Адмирала Лазарева, дом 57";"37.5096368771057";"55.539451098152";"пластик";"19644956";
903;"Искусственная дорожная неровность по адресу Михневская улица, дом 4А";"Южный административный округ";"район Бирюлёво Восточное";"Михневская улица, дом 4А";"37.6652055019403";"55.5792396582197";"пластик";"19644961";
904;"Искусственная дорожная неровность по адресу Бирюлёвская улица, дом 58, корпус 1";"Южный административный округ";"район Бирюлёво Восточное";"Бирюлёвская улица, дом 58, корпус 1";"37.6710205312347";"55.5818037938691";"пластик";"19644965";
905;"Искусственная дорожная неровность по адресу Булатниковская улица, дом 12, строение 1";"Южный административный округ";"район Бирюлёво Западное";"Булатниковская улица, дом 12, строение 1";"37.6345988159438";"55.5810303532212";"пластик";"19644964";
906;"Искусственная дорожная неровность по адресу Плавский проезд, дом 3";"Юго-Западный административный округ";"район Южное Бутово";"Плавский проезд, дом 3";"37.5341002992845";"55.5490927801718";"пластик";"19644958";
907;"Искусственная дорожная неровность по адресу Скобелевская улица, дом 1, корпус 3";"Юго-Западный административный округ";"район Южное Бутово";"Скобелевская улица, дом 1, корпус 3";"37.5568120731345";"55.5517782547437";"пластик";"19644960";
908;"Искусственная дорожная неровность по адресу Изюмская улица, дом 28";"Юго-Западный административный округ";"район Южное Бутово";"Изюмская улица, дом 28";"37.565934599592";"55.5505120432236";"пластик";"19644959";
909;"Искусственная дорожная неровность по адресу Анненский проезд, дом 145, корпус 1";"Южный административный округ";"район Чертаново Южное";"Анненский проезд, дом 145, корпус 1";"37.5977425819567";"55.5804286255759";"пластик";"19644962";
910;"Искусственная дорожная неровность по адресу Загорьевская улица, дом 10, корпус 1";"Южный административный округ";"район Бирюлёво Восточное";"Загорьевская улица, дом 10, корпус 1";"37.6770534891221";"55.580487084267";"пластик";"19644963";
911;"Искусственная дорожная неровность по адресу Булатниковская улица, дом 4, корпус 1, строение 2";"Южный административный округ";"район Бирюлёво Западное";"Булатниковская улица, дом 4, корпус 1, строение 2";"37.6476638550456";"55.5822492377151";"пластик";"19644966";
912;"Искусственная дорожная неровность по адресу Лебедянская улица, дом 22";"Южный административный округ";"район Бирюлёво Восточное";"Лебедянская улица, дом 22";"37.6852841843352";"55.5858677815164";"пластик";"19644967";
913;"Искусственная дорожная неровность по адресу Харьковская улица, дом 1, корпус 1";"Южный административный округ";"район Бирюлёво Западное";"Харьковская улица, дом 1, корпус 1";"37.6536300950568";"55.586569515921";"пластик";"19644968";
914;"Искусственная дорожная неровность по адресу Медынская улица, дом 4, корпус 1";"Южный административный округ";"район Бирюлёво Западное";"Медынская улица, дом 4, корпус 1";"37.6456005676701";"55.5895250075312";"пластик";"19644969";
