ROWNUM;NAME;ADDRESS;X;Y;OPLATA;MESTO;VHOD;VNUTR;UNIVERS_USLUGA;GLOBALID;
1449;"Метро-переход";"Южная ст. м. корп. стр. переход на Днепропетровскую";"37,608106";"55,621317";"Карты";"Метро-переход";"Да";"Нет";"Да";"90837548";
1450;"Метро-переход";"Южная ст. м. корп. стр. выход на Сумскую улицу";"37,609107";"55,623388";"Карты";"Метро-переход";"Да";"Нет";"Да";"90837549";
1451;"Метро-переход";"Южная ст. м. корп. стр. выход на Днепропетровскую улицу";"37,608148";"55,621313";"Карты";"Метро-переход";"Да";"Нет";"Да";"90837550";
1452;"Ул.Кабина";"Страстной бульв. 4 корп. стр.";"37,608198";"55,765653";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837551";
1453;"Подземный переход";"Страстной бульв. 4 корп. стр.";"37,605923";"55,764696";"Карты";"Подземный переход";"Нет";"Нет";"Нет";"90837552";
1454;"Ул.Кабина";"Страстной бульв. 4 корп. стр.";"37,607582";"55,765388";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837553";
1455;"Метро-вистебюль";"Шаболовская ст. м. корп. стр.";"37,607865";"55,718739";"Карты+монеты";"Метро-вистебюль";"Нет";"Нет";"Нет";"90837554";
1456;"Школа";"Новосущевский пер. 4 корп. стр. муз.школа";"37,607955";"55,790296";"Карты";"Школа";"Нет";"Да";"Нет";"90837555";
1457;"Ул.Кабина";"Сумская ул. 2/12 корп. стр.";"37,607694";"55,623718";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837556";
1458;"Больница";"Декабристов ул. 24 корп. стр. Гор. поликлиника 107";"37,607989";"55,861583";"Карты";"Больница";"Нет";"Да";"Нет";"90837557";
1459;"Ул.Кабина";"Вознесенский пер. 21 корп. стр.";"37,607658";"55,761424";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837558";
1460;"Организация";"Тверская, 13 корп. стр. МЭРИЯ, 5под.,1эт.";"37,60798";"55,761267";"Карты";"Организация";"Нет";"Нет";"Нет";"90837559";
1461;"Организация";"Тверская ул., 13 корп. стр. МЭРИЯ, 5под.,1эт.";"37,608094";"55,761312";"Карты";"Организация";"Нет";"Нет";"Нет";"90837560";
1462;"Школа";"Симферопольский бульв. 23 а корп.;стр.;Школа 546";"37,608293";"55,65007";"Карты";"Школа";"Нет";"Да";"Нет";"90837561";
1463;"Школа";"Симферопольский бульв. 23 а корп.;стр.;Школа 546";"37,608345";"55,650326";"Карты";"Школа";"Нет";"Да";"Нет";"90837562";
1464;"Ул.Кабина";"Садовая Каретная ул. 10 корп. стр.";"37,607846";"55,772695";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837563";
1465;"Больница";"Останкинская 1-я ул. 3 корп. стр.1 Мед. центр";"37,608238";"55,825277";"Карты";"Больница";"Нет";"Да";"Нет";"90837564";
1466;"Ул.Кабина";"Каретный ряд ул. 5 корп. стр.";"37,608964";"55,772706";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837565";
1467;"Школа";"Нагорная ул. 11 корп. стр. Строительный колледж 38";"37,608345";"55,680234";"Карты";"Школа";"Нет";"Да";"Нет";"90837566";
1468;"Школа";"Северный бульв. 11 корп. стр.;школа 258";"37,608807";"55,868632";"Карты";"Школа";"Нет";"Да";"Нет";"90837567";
1469;"Метро-переход";"Чеховская ст. м. корп. стр. переход";"37,608245";"55,765801";"Карты+монеты";"Метро-переход";"Нет";"Нет";"Нет";"90837568";
1470;"Школа";"Северный бульв. 4 корп. стр. Школа 258";"37,610252";"55,865368";"Карты";"Школа";"Нет";"Да";"Нет";"90837569";
1471;"Школа";"Криворожская ул. 27 а корп.;стр.;школа 628";"37,608308";"55,668401";"Карты";"Школа";"Нет";"Да";"Нет";"90837570";
1472;"Ул.Кабина";"Страстной бульв. 6 корп. стр.";"37,608675";"55,765874";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837571";
1473;"Школа";"Крымский вал ул. 8 корп. стр.2 худож.лицей";"37,609871";"55,731558";"Карты";"Школа";"Нет";"Да";"Нет";"90837572";
1474;"Школа";"Крымский вал ул. 8 корп. стр.2 худож.лицей";"37,609909";"55,73158";"Карты";"Школа";"Нет";"Да";"Нет";"90837573";
1475;"Ул.Кабина";"Шаболовка ул. 14 корп. стр. около института";"37,610261";"55,722646";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837574";
1476;"Метро-вистебюль";"Боровицкая ст. м. корп. стр.";"37,6091";"55,750388";"Карты+монеты";"Метро-вистебюль";"Нет";"Нет";"Нет";"90837575";
1477;"Ул.Кабина";"Шаболовка ул. 28 корп. стр. около института";"37,609121";"55,71999";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837576";
1478;"Школа";"Нахимовский просп. 6 корп. стр. интернат 73";"37,609202";"55,664819";"Карты";"Школа";"Нет";"Да";"Нет";"90837577";
1479;"Ул.Кабина";"Страстной бульв. 8 корп. стр.";"37,60892";"55,765976";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837578";
1480;"Ул.Кабина";"Страстной бульв. 8 корп. стр.";"37,609177";"55,766092";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837579";
1481;"Ул.Кабина";"Ленинский просп. 4а корп. стр. у Аптеки";"37,609066";"55,727534";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837580";
1482;"Организация";"Воздвиженка ул. 3 корп. стр. библиотека";"37,609357";"55,751722";"Карты";"Организация";"Нет";"Нет";"Нет";"90837581";
1483;"Метро-переход";"Библиотека им. Ленина ст. м. корп. стр. к Александровскому саду";"37,610186";"55,752048";"Карты+монеты";"Метро-переход";"Нет";"Нет";"Нет";"90837582";
1484;"Ул.Кабина";"Тверская ул. 8 корп. стр.";"37,609598";"55,762047";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837583";
1485;"Ул.Кабина";"Тверская ул. 8 корп. стр.";"37,609421";"55,762053";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837584";
1486;"Ул.Кабина";"Тверская ул. 8 корп. стр.";"37,609345";"55,762124";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837585";
1487;"Ул.Кабина";"Никитский пер. 5/6 корп. стр.";"37,611819";"55,758214";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837586";
1488;"Школа";"Бестужевых ул. 23 корп. стр. Школа 267";"37,609683";"55,871987";"Карты";"Школа";"Нет";"Да";"Нет";"90837587";
1489;"Ул.Кабина";"Селезневская ул. 30/1 корп. стр.";"37,609888";"55,780774";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837588";
1490;"Театр";"Берсеневская наб. 20 корп. стр. театр Эстрады";"37,610041";"55,744139";"Карты+монеты";"Театр";"Нет";"Нет";"Нет";"90837589";
1491;"Школа";"Коненкова ул. 8 А корп.;стр.;Школа 180";"37,610183";"55,889625";"Карты";"Школа";"Нет";"Да";"Нет";"90837590";
1492;"Ул.Кабина";"Каретный ряд ул. 8 корп. стр.";"37,610008";"55,772353";"Карты+монеты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837591";
1493;"Ул.Кабина";"Каретный ряд ул. 8 корп. стр.";"37,60984";"55,772539";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837592";
1494;"Метро-переход";"Нагорная ст. м. корп. стр. переход на Криворожскую";"37,610587";"55,673035";"Карты";"Метро-переход";"Да";"Нет";"Да";"90837593";
1495;"Ул.Кабина";"Донская ул. 3 корп. стр. около почты";"37,610285";"55,726666";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837594";
1496;"Организация";"Сумской пр. 6 Б корп.;стр.;Дом творчества";"37,61112";"55,635768";"Карты";"Организация";"Нет";"Да";"Нет";"90837595";
1497;"Театр";"Дмитровка Б. ул. 17 корп. стр. Театр";"37,611716";"55,764044";"Карты";"Театр";"Нет";"Нет";"Нет";"90837596";
1498;"Ул.Кабина";"Страстной бульв. корп. стр. сквер";"37,61293";"55,767923";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837597";
1499;"Ул.Кабина";"Серафимовича ул. 2/1 корп. стр.";"37,614002";"55,743664";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837598";
1500;"Ул.Кабина";"Тверская ул. 7 корп. стр. с Газетного пер.";"37,611146";"55,758842";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837599";
1501;"Ул.Кабина";"Тверская ул. 7 корп. стр.";"37,611988";"55,758551";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837600";
1502;"Школа";"Россошанский пр. 3 а корп.;стр.;школа 552";"37,611482";"55,600459";"Карты";"Школа";"Нет";"Да";"Нет";"90837601";
1503;"Метро-вистебюль";"Октябрьская ст. м. корп. стр. радиальная";"37,612702";"55,731249";"Карты+монеты";"Метро-вистебюль";"Нет";"Нет";"Нет";"90837602";
1504;"Больница";"Ялтинская ул. 1 корп.2 стр. Детская пол-ка 2";"37,611611";"55,650744";"Карты";"Больница";"Нет";"Да";"Нет";"90837603";
1505;"Школа";"Белозерская ул. 7 корп. стр. школа 1682";"37,611692";"55,898587";"Карты";"Школа";"Нет";"Да";"Нет";"90837604";
1506;"Ул.Кабина";"Тверская ул. 6 корп. стр.";"37,611132";"55,760431";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837605";
1507;"Ул.Кабина";"Садовая Каретная ул. 24/7 корп. стр.1";"37,611473";"55,773051";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837606";
1508;"Ул.Кабина";"Страстной бульв. 12 корп. стр.";"37,611675";"55,767121";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837607";
1509;"Школа";"Севастопольский просп. 5 а корп.;стр.;школа 564";"37,611903";"55,691286";"Карты";"Школа";"Нет";"Да";"Нет";"90837608";
1510;"Школа";"Чонгарский бульв. 12 корп. стр. Школа 551";"37,612053";"55,653859";"Карты";"Школа";"Нет";"Да";"Нет";"90837609";
1511;"Школа";"Октбрьская ул. 81 корп. стр. Школа 237";"37,612291";"55,795968";"Карты";"Школа";"Нет";"Да";"Нет";"90837610";
1512;"Школа";"Рощинский 5-й пр. 4 а корп.;стр.;Спецшкола";"37,612385";"55,710639";"Карты";"Школа";"Нет";"Да";"Нет";"90837611";
1513;"Ул.Кабина";"Петровка ул. 29 корп. стр.";"37,612432";"55,769181";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837612";
1514;"Ул.Кабина";"Петровка ул. 29 корп. стр.";"37,612352";"55,769257";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837613";
1515;"Школа";"Отрадная ул. 11 корп. стр. Школа 218";"37,612917";"55,85746";"Карты";"Школа";"Нет";"Да";"Нет";"90837614";
1516;"Школа";"Фруктовая ул. 9 корп. стр. Школа 653";"37,612149";"55,658865";"Карты";"Школа";"Нет";"Да";"Нет";"90837615";
1517;"Ул.Кабина";"Болотная ул. 14 корп. стр.";"37,6122";"55,741791";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837616";
1518;"Ул.Кабина";"Серпуховский вал ул. 3 корп. стр. у магазина";"37,618664";"55,711148";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837617";
1519;"Школа";"Декабристов ул. 40 корп. стр. Школа 966";"37,618979";"55,858593";"Карты";"Школа";"Нет";"Да";"Нет";"90837618";
1520;"Ул.Кабина";"Никольская ул. 5 корп. стр.";"37,619568";"55,755514";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837619";
1521;"Ул.Кабина";"Никольская ул. 5 корп. стр.";"37,619604";"55,755535";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837620";
1522;"Ул.Кабина";"Полянка Б. ул. 30 корп. стр.";"37,619146";"55,733962";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837621";
1523;"Больница";"Дорожная ул. 26 корп. стр. Детская поликлиника 98";"37,619052";"55,597619";"Карты";"Больница";"Нет";"Да";"Нет";"90837622";
1524;"Организация";"Варшавское шоссе 8 корп. стр. РАЕН";"37,619187";"55,699236";"Карты";"Организация";"Нет";"Да";"Нет";"90837623";
1525;"Ул.Кабина";"Цветной бульв. 11 корп. стр.";"37,620868";"55,769283";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837624";
1526;"Ул.Кабина";"Садовая Самотечная ул. 20 корп. стр.";"37,619169";"55,773289";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837625";
1527;"Метро-улица";"Революции пл. ст. м. корп. стр. у метро";"37,619606";"55,756605";"Карты+монеты";"Метро-улица";"Нет";"Нет";"Нет";"90837626";
1528;"Вуз";"Варшавское шоссе 16 А корп.;стр.;мед. колледж РАМН";"37,619629";"55,693344";"Карты";"Вуз";"Нет";"Да";"Нет";"90837627";
1529;"Метро-улица";"Цветной бульв. 19 корп. стр. у метро";"37,620778";"55,771538";"Карты+монеты";"Метро-улица";"Нет";"Нет";"Нет";"90837628";
1530;"Метро-улица";"Цветной бульв. 19 корп. стр. у метро";"37,620766";"55,771631";"Карты";"Метро-улица";"Нет";"Нет";"Нет";"90837629";
1531;"Метро-улица";"Цветной бульв. 19 корп. стр. у метро";"37,620754";"55,771735";"Карты";"Метро-улица";"Нет";"Нет";"Нет";"90837630";
1532;"Метро-улица";"Цветной бульв. 19 корп. стр. у метро";"37,620762";"55,771838";"Карты";"Метро-улица";"Да";"Нет";"Да";"90837631";
1533;"Ул.Кабина";"Неглинная ул. 15 корп. стр.";"37,619883";"55,76257";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837632";
1534;"Ул.Кабина";"Неглинная ул. 15 корп. стр.";"37,619834";"55,763352";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837633";
1535;"Спорт";"Варшавское шоссе 14 корп. стр. УСЦ ТРУД";"37,620176";"55,696009";"Карты";"Спорт";"Нет";"Да";"Нет";"90837634";
1536;"Спорт";"Варшавское шоссе 14 А корп.;стр.;УСЦ ТРУД бассейн";"37,620073";"55,695569";"Карты";"Спорт";"Нет";"Да";"Нет";"90837635";
1537;"Вуз";"Тульский 2-й пер. 4 корп. стр. ГОУ МГПУ";"37,620086";"55,70395";"Карты";"Вуз";"Нет";"Да";"Нет";"90837636";
1538;"Школа";"Варшавское шоссе 12 корп. стр. Школа";"37,618899";"55,696735";"Карты";"Школа";"Нет";"Да";"Нет";"90837637";
1539;"Ул.Кабина";"Неглинная ул. 25 корп. стр.";"37,619764";"55,76528";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837638";
1540;"Театр";"Цветной бульв. 13 корп. стр. Цирк";"37,619934";"55,77051";"Карты";"Театр";"Нет";"Да";"Нет";"90837639";
1541;"Ул.Кабина";"Театральная пл. 7 корп. стр. Кассы Б.ТЕАТРА";"37,620017";"55,756501";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837640";
1542;"Школа";"Тульская М. ул. 15 а корп.;стр.;школа 5";"37,62002";"55,709052";"Карты";"Школа";"Нет";"Да";"Нет";"90837641";
1543;"Ул.Кабина";"Никольская ул. 7 корп. стр.";"37,620512";"55,756018";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837642";
1544;"Ул.Кабина";"Никольская ул. 7/9 корп. стр.4";"37,620613";"55,75607";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837643";
1545;"Ул.Кабина";"Серпуховский вал ул. 1 корп. стр.";"37,619925";"55,711044";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837644";
1546;"Ул.Кабина";"Мытная ул. 74 корп. стр.";"37,621521";"55,711988";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837645";
1547;"Ул.Кабина";"Цветной бульв. 25 корп. стр.";"37,620833";"55,772914";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837646";
1548;"Ул.Кабина";"Цветной бульв. 21 корп. стр.";"37,620839";"55,772123";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837647";
1549;"Школа";"Житная ул. 6 корп. стр. школа 1262";"37,620796";"55,730531";"Карты";"Школа";"Нет";"Да";"Нет";"90837648";
1550;"Ул.Кабина";"Неглинная ул. 6 корп. стр.";"37,620926";"55,760562";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837649";
1551;"Вуз";"Пушечная ул. 2/6 корп. стр. высш.театр.училище";"37,621049";"55,760574";"Карты";"Вуз";"Нет";"Да";"Нет";"90837650";
1552;"Вуз";"Пушечная ул. 2/6 корп. стр. высш.театр.училище,эт.2";"37,621049";"55,760574";"Карты";"Вуз";"Нет";"Да";"Нет";"90837651";
1553;"Вуз";"Люсиновская ул. 72 корп. стр. Академия труда";"37,621825";"55,713668";"Карты";"Вуз";"Нет";"Да";"Нет";"90837652";
1554;"Ул.Кабина";"Люсиновская ул. 72 корп. стр.";"37,621765";"55,714588";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837653";
1555;"Ул.Кабина";"Ясный пр. 13 корп. стр. у магазина";"37,6213";"55,874839";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837654";
1556;"Ул.Кабина";"Андреева Павла ул. 28/7 корп. стр.";"37,617901";"55,720514";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837655";
1557;"Школа";"Дорожная ул. 20 а корп.;стр.;гимназия 1526";"37,621399";"55,602471";"Карты";"Школа";"Нет";"Да";"Нет";"90837656";
1558;"Ул.Кабина";"Никольская ул. 4 корп. стр.";"37,619579";"55,755517";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837657";
1559;"Школа";"Марьиной рощи 1-й пр. 3 а корп.;стр.;школа";"37,62217";"55,793792";"Карты";"Школа";"Нет";"Да";"Нет";"90837658";
1560;"Ул.Кабина";"Аргуновская ул. 18 корп. стр.";"37,620855";"55,820117";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837659";
1561;"Ул.Кабина";"Никольская ул. 11 корп. стр.";"37,621267";"55,756421";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837660";
1562;"Ул.Кабина";"Никольская ул. 11 корп. стр.";"37,621335";"55,756466";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837661";
1563;"Ул.Кабина";"Садовая Сухаревская ул. 2 корп. стр.";"37,621868";"55,773398";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837662";
1564;"Метро-улица";"Варшавское шоссе 26 корп. стр. у выхода из метро";"37,622604";"55,684135";"Карты";"Метро-улица";"Да";"Нет";"Да";"90837663";
1565;"Метро-переход";"Нагатинская ст. м. корп. стр. север";"37,623227";"55,684017";"Карты";"Метро-переход";"Да";"Нет";"Да";"90837664";
1566;"Вуз";"Варшавское шоссе 23 корп. стр. Академия права";"37,622125";"55,694477";"Карты";"Вуз";"Нет";"Да";"Нет";"90837665";
1567;"Школа";"Мусоргского ул. 11в корп. стр. Школа 240";"37,62229";"55,865545";"Карты";"Школа";"Нет";"Да";"Нет";"90837666";
1568;"Школа";"Кадашевский 1-й пер. 19 корп. стр. Школа 19";"37,622242";"55,742416";"Карты";"Школа";"Нет";"Да";"Нет";"90837667";
1569;"Вуз";"Никольская ул. 15 корп. стр. Институт, 1эт";"37,622492";"55,75734";"Карты";"Вуз";"Нет";"Нет";"Нет";"90837668";
1570;"Ул.Кабина";"Никольская ул. 15 корп. стр.";"37,622412";"55,757202";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837669";
1571;"Метро-переход";"Тульская ст.м. корп. стр. южная сторона";"37,622465";"55,707888";"Карты+монеты";"Метро-переход";"Нет";"Нет";"Нет";"90837670";
1572;"Метро-переход";"Тульская ст.м. корп. стр.";"37,622576";"55,709664";"Карты";"Метро-переход";"Да";"Нет";"Да";"90837671";
1573;"Ул.Кабина";"Люсиновская ул. 2 корп. стр. сквер";"37,62287";"55,728207";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837672";
1574;"Школа";"Аргуновская ул. 12 корп. стр. школа 1220, 1 эт.";"37,620948";"55,817631";"Карты";"Школа";"Нет";"Да";"Нет";"90837673";
1575;"Школа";"Аргуновская ул. 12 корп. стр. школа 1220, 2 эт.";"37,621193";"55,81765";"Карты";"Школа";"Нет";"Да";"Нет";"90837674";
1576;"Ул.Кабина";"Никольская ул. 8 корп. стр.";"37,62247";"55,757033";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837675";
1577;"Метро-улица";"Революции пл. ст. м. корп. стр. у метро";"37,623409";"55,756602";"Карты";"Метро-улица";"Нет";"Нет";"Нет";"90837676";
1578;"Метро-улица";"Революции пл. ст. м. корп. стр. у метро";"37,623367";"55,75662";"Карты";"Метро-улица";"Нет";"Нет";"Нет";"90837677";
1579;"Школа";"Ясный пр. 24 корп.3 стр. школа 285";"37,624053";"55,876584";"Карты";"Школа";"Нет";"Да";"Нет";"90837678";
1580;"Метро-улица";"Рождественка ул. 6 корп. стр. Кузнецкий мост ст.м.";"37,624";"55,761585";"Карты";"Метро-улица";"Да";"Нет";"Да";"90837679";
1581;"Ул.Кабина";"Ордынка Б. ул. 62 корп. стр.";"37,62412";"55,732674";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837680";
1582;"Ул.Кабина";"Пушечная ул. 9 корп. стр.";"37,623881";"55,760773";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837681";
1583;"Ул.Кабина";"Пушечная ул. 9 корп. стр.";"37,624347";"55,760738";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837682";
1584;"Ул.Кабина";"Пушечная ул. 9 корп. стр.";"37,624557";"55,760722";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837683";
1585;"Метро-вистебюль";"Кузнецкий мост ст.м. корп. стр.";"37,624442";"55,76152";"Карты+монеты";"Метро-вистебюль";"Нет";"Нет";"Нет";"90837684";
1586;"Организация";"Варшавское шоссе 37 а корп.;стр.;международный почтамт";"37,62344";"55,688351";"Карты+монеты";"Организация";"Нет";"Нет";"Нет";"90837685";
1587;"Школа";"Останкинская 1-я ул. 29 корп. стр. школа 1415";"37,624514";"55,824604";"Карты";"Школа";"Нет";"Да";"Нет";"90837686";
1588;"Вуз";"Трифоновская ул. 45 корп. стр. РАТИ";"37,624319";"55,790211";"Карты";"Вуз";"Нет";"Да";"Нет";"90837687";
1589;"Больница";"Чукотский пр. 8 корп. стр. Поликлиника 218, 1 эт.";"37,653176";"55,868982";"Карты";"Больница";"Нет";"Да";"Нет";"90837688";
1590;"Спорт";"Булатниковская ул. 2 корп.б стр. Каток";"37,653159";"55,580471";"Карты";"Спорт";"Нет";"Да";"Нет";"90837689";
1591;"Школа";"Ярославская ул. 27 корп. стр. центр образ. школа 293";"37,65314";"55,827338";"Карты";"Школа";"Нет";"Да";"Нет";"90837690";
1592;"Ул.Кабина";"Садовая Черногрязская ул. 5/9 корп. стр.";"37,653271";"55,766455";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837691";
1593;"Метро-переход";"Таганская ст.м. корп. стр.";"37,652982";"55,739468";"Карты+монеты";"Метро-переход";"Нет";"Нет";"Нет";"90837692";
1594;"Метро-улица";"Таганская ст.м. корп. стр. на улице";"37,653306";"55,742563";"Карты";"Метро-улица";"Да";"Нет";"Да";"90837693";
1595;"Метро-улица";"Таганская ст.м. корп. стр.";"37,653334";"55,742582";"Карты+монеты";"Метро-улица";"Нет";"Нет";"Нет";"90837694";
1596;"Школа";"Докукина ул. 5 А корп.;стр.;школа 410";"37,653333";"55,837351";"Карты";"Школа";"Нет";"Да";"Нет";"90837695";
1597;"Школа";"Севанская ул. 13 корп.2 стр. школа 868";"37,653316";"55,621112";"Карты";"Школа";"Нет";"Да";"Нет";"90837696";
1598;"Больница";"Бакинская ул. 26 корп. стр. МСЧ-1 АМО ЗИЛ, 4 эт.";"37,654219";"55,618774";"Карты";"Больница";"Да";"Нет";"Да";"90837697";
1599;"Больница";"Бакинская ул. 26 корп. стр. МСЧ-1 АМО ЗИЛ, 1 эт.";"37,654306";"55,618707";"Карты+монеты";"Больница";"Нет";"Нет";"Нет";"90837698";
1600;"Больница";"Бакинская ул. 26 корп. стр. МСЧ-1 АМО ЗИЛ, 1 эт.";"37,654454";"55,618724";"Карты+монеты";"Больница";"Нет";"Нет";"Нет";"90837699";
1601;"Метро-переход";"Свиблово ст. м. корп. стр. переход юг";"37,651639";"55,854473";"Карты";"Метро-переход";"Да";"Нет";"Да";"90837700";
1602;"Метро-переход";"Свиблово ст. м. корп. стр. север";"37,65439";"55,855763";"Карты";"Метро-переход";"Да";"Нет";"Да";"90837701";
1603;"Ул.Кабина";"Таганская пл. 12 корп. стр.";"37,653895";"55,740214";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837702";
1604;"Ул.Кабина";"Садовая Черногрязская ул. 18 корп. стр.";"37,654487";"55,764949";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837703";
1605;"Больница";"Каширское ш. 34 корп. стр. НЦПЗ РАМН 1 эт. 3 отд.";"37,653789";"55,649761";"Карты";"Больница";"Нет";"Да";"Нет";"90837704";
1606;"Школа";"Чукотский пр. 6 корп. стр. школа";"37,654044";"55,86816";"Карты";"Школа";"Нет";"Да";"Нет";"90837705";
1607;"Школа";"Чукотский пр. 6 корп. стр. школа";"37,654054";"55,868199";"Карты";"Школа";"Нет";"Да";"Нет";"90837706";
1608;"Школа";"Высокая ул. 6 корп. стр. Школа 574";"37,654139";"55,679214";"Карты";"Школа";"Нет";"Да";"Нет";"90837707";
1609;"Ул.Кабина";"Пролетарский просп. 14/49 корп. стр. у магазина";"37,654948";"55,636743";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837708";
1610;"Больница";"Каширское шоссе 34 корп. стр. НЦПЗ РАМН 2 эт. 2 отд.";"37,653541";"55,650261";"Карты";"Больница";"Нет";"Да";"Нет";"90837709";
1611;"Больница";"Каширское шоссе 34 корп. стр. НЦПЗ РАМН 1 эт. 1 отд.";"37,653202";"55,649987";"Карты";"Больница";"Нет";"Да";"Нет";"90837710";
1612;"Больница";"Каширское шоссе 34 корп. стр. НЦПЗ РАМН главн. вход 1 эт.";"37,653028";"55,650835";"Карты";"Больница";"Нет";"Да";"Нет";"90837711";
1613;"Больница";"Каширское шоссе 34 корп. стр. НЦПЗ РАМН 2 эт. 4 отд.";"37,654158";"55,650035";"Карты";"Больница";"Нет";"Да";"Нет";"90837712";
1614;"Больница";"Каширское шоссе 34 корп. стр. НЦПЗ РАМН 2 эт. 5 отд.";"37,654752";"55,64981";"Карты";"Больница";"Нет";"Да";"Нет";"90837713";
1615;"Больница";"Каширское шоссе 34 корп. стр. НЦПЗ РАМН 1 эт. 6 отд.";"37,654339";"55,649506";"Карты";"Больница";"Нет";"Да";"Нет";"90837714";
1616;"Больница";"Каширское шоссе 34 корп. стр. НЦПЗ РАМН 2 эт. 8 отд.";"37,655322";"55,649581";"Карты";"Больница";"Нет";"Да";"Нет";"90837715";
1617;"Больница";"Каширское шоссе 34 корп. стр. НЦПЗ РАМН 1 эт. 7 детск. отд.";"37,654926";"55,649278";"Карты";"Больница";"Нет";"Да";"Нет";"90837716";
1618;"Ул.Кабина";"Каменщики Б. ул. 5 корп. стр.";"37,654283";"55,739257";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837717";
1619;"Школа";"Булатниковская ул. 1 корп.а стр. Школа 927";"37,654429";"55,577045";"Карты";"Школа";"Нет";"Да";"Нет";"90837718";
1620;"Ул.Кабина";"Земляной вал ул. 66 корп. стр.";"37,65481";"55,745417";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837719";
