ROWNUM;NAME;ADDRESS;X;Y;OPLATA;MESTO;VHOD;VNUTR;UNIVERS_USLUGA;GLOBALID;
1;"Школа";"Седова ул. 4 корп.1 стр. школа";"37,642047";"55,852826";"Карты";"Школа";"Нет";"Да";"Нет";"90827100";
2;"Ул.Кабина";"Северный пос. 19 корп. стр. 9-я линия, торг.центр";"36,837164";"55,944817";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90827101";
3;"Гостиница";"""Барвиха"" СП корп. стр. Горки 10, пансионат"" Лесные дали"", главный корпус";"36,974648";"55,711261";"Карты";"Гостиница";"Нет";"Да";"Нет";"90827102";
4;"Гостиница";"""Барвиха"" СП корп. стр. Горки 10, пансионат ""Лесные Дали"", корп.6, холл";"36,974648";"55,711261";"Карты";"Гостиница";"Нет";"Да";"Нет";"90827103";
5;"Больница";"корп. стр. с. Успенское ЦКБ МО РАН, кор.2, 1 этаж, у лифта";"37,068876";"55,717215";"Карты";"Больница";"Нет";"Да";"Нет";"90827104";
6;"Больница";"корп. стр. с. Успенское ЦКБ МО РАН, кор.2, между 1 и 2 этажом";"37,068876";"55,717215";"Карты";"Больница";"Нет";"Да";"Нет";"90827105";
7;"Больница";"корп. стр. с. Успенское ЦКБ МО РАН, кор.2, между 3 и 4 этажом";"37,068876";"55,717215";"Карты";"Больница";"Нет";"Да";"Нет";"90827106";
8;"Ул.Кабина";"Нет улицы корп. стр. Дер.Тимошкино";"37,102756";"55,771322";"Карты";"Ул.Кабина";"Нет";"Да";"Нет";"90827107";
9;"Ул.Кабина";"Совхозная ул. 111 корп. стр. С.Дмитровское";"37,120732";"55,751346";"Карты";"Ул.Кабина";"Нет";"Да";"Нет";"90827108";
10;"Ул.Кабина";"корп. стр. Грибаново дер.";"37,12161";"55,746019";"Карты";"Ул.Кабина";"Нет";"Да";"Нет";"90827109";
11;"Следственный изолятор";"Панфилова ул. (Зеленоград) 21 корп. стр. колония УУ163/2";"37,169561";"55,98733";"Карты";"Следственный изолятор";"Нет";"Нет";"Нет";"90827110";
12;"Следственный изолятор";"Панфилова ул. (Зеленоград) 21 корп. стр. колония-поселение";"37,169692";"55,987385";"Карты";"Следственный изолятор";"Нет";"Нет";"Нет";"90827111";
13;"Следственный изолятор";"Панфилова ул. (Зеленоград) 21 корп. стр.";"37,169485";"55,986757";"Карты";"Следственный изолятор";"Нет";"Нет";"Нет";"90827112";
14;"Следственный изолятор";"Панфилова ул. (Зеленоград) 21 корп. стр. Колония поселение №2";"37,169548";"55,987318";"Карты";"Следственный изолятор";"Нет";"Нет";"Нет";"90827113";
15;"Вуз";"Зеленоград корп.1140 стр. ВУЗ";"37,171746";"55,99398";"Карты";"Вуз";"Нет";"Да";"Нет";"90827114";
16;"Ул.Кабина";"Первого мая ул. (Зеленоград) корп. стр.";"37,172613";"55,978591";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90827115";
17;"Организация";"Панфилова ул. (Зеленоград) корп.830 стр. УСЗН Панфиловского р-на ЗАО";"37,17978";"55,981567";"Карты";"Организация";"Нет";"Да";"Нет";"90827116";
18;"Ул.Кабина";"Зеленоград корп.813 стр.8";"37,193426";"55,980119";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90827117";
19;"Ул.Кабина";"Зеленоград корп.1104 стр.";"37,188524";"55,995095";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90827118";
20;"Ул.Кабина";"Майская ул. 17 корп. стр. д. Толстопальцево";"37,205314";"55,608418";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90827119";
21;"Ул.Кабина";"Зеленоград корп.435 стр.";"37,211689";"55,996078";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90827120";
22;"Организация";"Зеленоград 3 корп.309 стр. 3 микрорайон ДСЗН реаб центр";"37,212041";"56,000951";"Карты";"Организация";"Нет";"Да";"Нет";"90827121";
23;"Ул.Кабина";"Юности пл. (Зеленоград) 5 корп. стр. с торца дома, м-н Серебрянный мир";"37,212361";"56,001454";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90827122";
24;"Организация";"Яблоневая аллея (Зеленоград) корп.322 стр. АТС";"37,214885";"55,99625";"Карты";"Организация";"Нет";"Нет";"Нет";"90827123";
25;"Школа";"Зеленоград 7 корп. стр. Улица Юности, муз.школа 53";"37,22357";"55,998192";"Карты";"Школа";"Нет";"Да";"Нет";"90827124";
26;"Организация";"Озерная аллея (Зеленоград) 4 корп. стр. Ледовый дворец";"37,226196";"55,987847";"Карты";"Организация";"Нет";"Да";"Нет";"90827125";
27;"Аэропорт";"Внуково аэропорт корп. стр. Зал 2";"37,287107";"55,605357";"Карты+монеты";"Аэропорт";"Нет";"Нет";"Нет";"90827126";
28;"Аэропорт";"Внуково аэропорт корп. стр. Зал 2";"37,287107";"55,605357";"Карты+монеты";"Аэропорт";"Нет";"Нет";"Нет";"90827127";
29;"Аэропорт";"Внуково аэропорт корп. стр. Зал 2";"37,287107";"55,605357";"Карты+монеты";"Аэропорт";"Нет";"Нет";"Нет";"90827128";
30;"Аэропорт";"Внуково аэропорт корп. стр. зал 2";"37,287107";"55,605357";"Карты";"Аэропорт";"Да";"Нет";"Да";"90827129";
31;"Школа";"Федосьинская ул. 4 корп.2 стр. школа 1017";"37,343154";"55,636691";"Карты";"Школа";"Нет";"Да";"Нет";"90827130";
32;"Школа";"Барышиха ул. 29/1 корп. стр. школа 1964";"37,343553";"55,846688";"Карты";"Школа";"Нет";"Да";"Нет";"90827131";
33;"Школа";"Барышиха ул. 42 корп.1 стр. Школа 1744";"37,34577";"55,855362";"Карты";"Школа";"Нет";"Да";"Нет";"90827132";
34;"Ул.Кабина";"Мухиной скульптора ул. 8 корп. стр.";"37,34501";"55,641623";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90827133";
35;"Ул.Кабина";"Пятницкое шоссе 47 корп. стр.";"37,348063";"55,858874";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90827134";
36;"Школа";"Уваровский пер. 8 корп. стр. Школа 1943";"37,348759";"55,828297";"Карты";"Школа";"Нет";"Да";"Нет";"90827135";
37;"Школа";"Митинская ул. 45 корп.3 стр. Школа 18";"37,349302";"55,849928";"Карты";"Школа";"Нет";"Да";"Нет";"90827136";
38;"Школа";"Барышиха ул. 17 корп.1 стр. Школа 1944";"37,349817";"55,842312";"Карты";"Школа";"Нет";"Да";"Нет";"90827137";
39;"Ул.Кабина";"Боровское шоссе 36 корп. стр.";"37,353649";"55,639567";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90827138";
40;"Школа";"Митинская ул. 46 корп. 2 стр. Школа 1489";"37,358563";"55,850254";"Карты";"Школа";"Нет";"Да";"Нет";"90827139";
41;"Школа";"Дубравная ул. 41 корп.3 стр. Школа 1062";"37,361352";"55,841734";"Карты";"Школа";"Нет";"Да";"Нет";"90827140";
42;"Школа";"Дубравная ул. 41 корп.4 стр. Школа 1900";"37,363079";"55,8418";"Карты";"Школа";"Нет";"Да";"Нет";"90827141";
43;"Школа";"Пенягинская ул. 14 корп. стр. гимназия 1544";"37,359722";"55,836129";"Карты";"Школа";"Нет";"Да";"Нет";"90827142";
44;"Парк";"Рублево зона отдыха корп. стр. пляж";"37,361967";"55,795116";"Карты+монеты";"Парк";"Нет";"Нет";"Нет";"90827143";
45;"Ул.Кабина";"Новопеределкинская ул. 14 А корп.;стр.;";"37,365026";"55,642035";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90827144";
46;"Организация";"Новоорловская ул. 3 корп. стр. Ф-ка МАКДОНАЛЬДС";"37,368316";"55,637291";"Карты";"Организация";"Нет";"Да";"Нет";"90827145";
47;"Организация";"Новоорловская ул. 3 корп. стр. Ф-ка МАКДОНАЛЬДС";"37,368341";"55,637296";"Карты";"Организация";"Нет";"Да";"Нет";"90827146";
48;"Организация";"Лазенки 6-я ул. 6 корп.3 стр. кардиосанаторий Переделкино, эт. 1";"37,368883";"55,66121";"Карты";"Организация";"Нет";"Да";"Нет";"90827147";
49;"Ул.Кабина";"Ленинградское шоссе 234 корп. стр. Молжаниновка дер.";"37,378726";"55,932189";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90827148";
50;"Ул.Кабина";"Пятницкое шоссе 18 корп. стр. торговый комплекс";"37,382626";"55,843351";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90827149";
51;"Школа";"Пятницкое шоссе 16 корп.5 стр. Школа 1939";"37,38812";"55,841616";"Карты";"Школа";"Нет";"Да";"Нет";"90827150";
52;"Ул.Кабина";"Pyatnitskoe Sh. 9";"37,384916";"55,840178";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90827151";
53;"Организация";"Рублевское шоссе 68 корп.2 стр.1";"37,383058";"55,770522";"Карты";"Организация";"Нет";"Да";"Нет";"90827152";
54;"Организация";"Рублевское шоссе 68 корп.2 стр.1";"37,382317";"55,769198";"Карты";"Организация";"Нет";"Да";"Нет";"90827153";
55;"Ул.Кабина";"Соколово-Мещерская ул. 32 корп. стр. Куркино";"37,386167";"55,904422";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90827154";
56;"Ул.Кабина";"Барвихинская ул. 16 корп.2 стр.";"37,386937";"55,718984";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90827155";
57;"Школа";"Неманский пр. 7 корп. стр. муз.шк.№95";"37,3938";"55,811721";"Карты";"Школа";"Нет";"Да";"Нет";"90827156";
58;"Школа";"Таллинская ул. 3 корп.2 стр. школа 1673";"37,393982";"55,801393";"Карты";"Школа";"Нет";"Да";"Нет";"90827157";
59;"Школа";"Неманский пр. 5 корп.2 стр. муз.шк.№95";"37,394771";"55,814457";"Карты";"Школа";"Нет";"Да";"Нет";"90827158";
60;"Ул.Кабина";"Таллиннская ул. 8 корп.3 стр.";"37,397464";"55,798766";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90827159";
61;"Общежитие";"Тимошенко маршала ул. 30 корп. стр. эт.4";"37,397119";"55,746365";"Карты";"Общежитие";"Да";"Нет";"Да";"90827160";
62;"Общежитие";"Тимошенко маршала ул. 30 корп. стр. эт. 1";"37,397119";"55,746365";"Карты";"Общежитие";"Нет";"Нет";"Нет";"90827161";
63;"Школа";"Солнцевский просп. 9 корп. стр. муз.школа 84";"37,401905";"55,650202";"Карты";"Школа";"Нет";"Да";"Нет";"90827162";
64;"Школа";"Тимошенко маршала ул. 36 корп.2 стр. колледж Спарта 801";"37,401975";"55,74755";"Карты";"Школа";"Нет";"Да";"Нет";"90827163";
65;"Организация";"Молодогвардейская ул. 52 корп. стр. ООО ""КУНЦЕВО""";"37,402567";"55,734407";"Карты";"Организация";"Нет";"Да";"Нет";"90827164";
66;"Больница";"Героев Панфиловцев ул. 28 корп. стр. детск. б-ца, эт.7, лев.кр.";"37,404041";"55,852154";"Карты";"Больница";"Нет";"Нет";"Нет";"90827165";
67;"Больница";"Героев Панфиловцев ул. 28 корп. стр. детск. б-ца, эт.5, лев.кр.";"37,404041";"55,852154";"Карты";"Больница";"Нет";"Нет";"Нет";"90827166";
68;"Больница";"Героев Панфиловцев ул. 28 корп. стр. детск. б-ца, эт.5, пр.кр.";"37,404041";"55,852154";"Карты";"Больница";"Нет";"Нет";"Нет";"90827167";
69;"Больница";"Героев Панфиловцев ул. 28 корп. стр. детск. б-ца, эт.4, лев.кр.";"37,404041";"55,852154";"Карты";"Больница";"Нет";"Нет";"Нет";"90827168";
70;"Больница";"Героев Панфиловцев ул. 28 корп. стр. детск. б-ца, эт.2";"37,404041";"55,852154";"Карты";"Больница";"Нет";"Нет";"Нет";"90827169";
71;"Больница";"Героев Панфиловцев ул. 28 корп. стр. детск. б-ца, эт.4, пр.кр.";"37,404041";"55,852154";"Карты";"Больница";"Нет";"Нет";"Нет";"90827170";
72;"Больница";"Героев Панфиловцев ул. 28 корп. стр. детск. б-ца, эт.6, лев.кр.";"37,404041";"55,852154";"Карты";"Больница";"Да";"Нет";"Да";"90827171";
73;"Школа";"Таллиннская ул. 20 корп.4 стр. школа 1619";"37,404173";"55,797278";"Карты";"Школа";"Нет";"Да";"Нет";"90827172";
74;"Организация";"Солнцевский просп. 13 корп. стр. абон зал ФЕС 435 Фил ЦЦС";"37,406375";"55,648998";"Карты";"Организация";"Нет";"Нет";"Нет";"90827173";
75;"Рынок";"Неделина маршала ул. 19 корп. стр. рынок";"37,407351";"55,726134";"Карты";"Рынок";"Да";"Нет";"Да";"90827174";
76;"Метро-переход";"Крылатское ст. м. корп. стр.";"37,407891";"55,757645";"Карты";"Метро-переход";"Да";"Нет";"Да";"90827175";
77;"Ул.Кабина";"Щорса ул. 2 корп. стр.";"37,407613";"55,648044";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90827176";
78;"Ул.Кабина";"Неделина маршала ул. 14 корп. стр.";"37,409311";"55,725546";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90827177";
79;"Школа";"Оршанская ул. 10 корп.1 стр. школа №1293";"37,410379";"55,742936";"Карты";"Школа";"Нет";"Да";"Нет";"90827178";
80;"Школа";"Оршанская ул. 10 корп.2 стр. школа";"37,410393";"55,742305";"Карты";"Школа";"Нет";"Да";"Нет";"90827179";
81;"Школа";"Катукова маршала ул. 19 корп.3 стр. муз. шк.№78";"37,411011";"55,807345";"Карты";"Школа";"Нет";"Да";"Нет";"90827180";
82;"Школа";"Катукова маршала ул. 21 корп.2 стр. гимназия №1519";"37,412842";"55,807628";"Карты";"Школа";"Нет";"Да";"Нет";"90827181";
83;"Больница";"Волынская ул. 7 корп. стр. ГКБ №17 этаж 2";"37,412927";"55,642593";"Карты+монеты";"Больница";"Нет";"Нет";"Нет";"90827182";
84;"Больница";"Волынская ул. 7 корп. стр. ГКБ №17, этаж 2";"37,412927";"55,642593";"Карты";"Больница";"Нет";"Нет";"Нет";"90827183";
85;"Больница";"Волынская ул. 7 корп. стр. ГКБ № 17, этаж 5";"37,412927";"55,642593";"Карты";"Больница";"Да";"Нет";"Да";"90827184";
86;"Ул.Кабина";"Кунцевская ул. 13/6 корп. стр.";"37,412059";"55,729774";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90827185";
87;"Метро-улица";"Молодежная ст.м. корп. стр. вых. на ул. Ярцевская";"37,415337";"55,740832";"Карты+монеты";"Метро-улица";"Нет";"Нет";"Нет";"90827186";
88;"Метро-улица";"Молодежная ст.м. корп. стр. вых. на ул. Ельнинская";"37,418126";"55,740378";"Карты";"Метро-улица";"Да";"Нет";"Да";"90827187";
89;"Метро-улица";"Молодежная ст.м. корп. стр. вых. на ул. Ярцевская";"37,415362";"55,740813";"Карты";"Метро-улица";"Да";"Нет";"Да";"90827188";
90;"Школа";"Дорогобужская ул. 13 корп. стр. школа №1195";"37,415864";"55,716473";"Карты";"Школа";"Нет";"Да";"Нет";"90827189";
91;"Рынок";"Ельнинская ул. 23 корп. стр. рынок, эт. 2";"37,417397";"55,740539";"Карты";"Рынок";"Да";"Нет";"Да";"90827190";
92;"Ул.Кабина";"Франко Ивана ул. 34 корп. стр.";"37,419213";"55,72813";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90827191";
93;"Ул.Кабина";"Ярцевская ул. 34 корп. стр.";"37,418826";"55,742289";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90827192";
94;"Магазин";"Можайское ш. 31 корп. стр. кафе в магазине";"37,421176";"55,718737";"Карты";"Магазин";"Нет";"Да";"Нет";"90827193";
95;"Школа";"Рябиновая ул. 8 корп. стр. школа 61";"37,420135";"55,717292";"Карты";"Школа";"Нет";"Да";"Нет";"90827194";
96;"Организация";"Матросова ул. 4 корп. стр. ЦСО Востряково, 1 эт.";"37,4232";"55,665361";"Карты";"Организация";"Нет";"Да";"Нет";"90827195";
97;"Школа";"Панфиловцев героев ул. 15 корп. стр. школа 1286";"37,42701";"55,857131";"Карты";"Школа";"Нет";"Да";"Нет";"90827196";
98;"Ул.Кабина";"Коцюбинского ул. 9 корп.1 стр.";"37,429413";"55,730481";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90827197";
99;"Ул.Кабина";"Волоколамское шоссе 73 корп. стр. Туш. вещ.рынок";"37,434294";"55,82418";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90827198";
100;"Школа";"Аэродромная ул. 9 корп. стр. Школа 1051";"37,42986";"55,847162";"Карты";"Школа";"Нет";"Да";"Нет";"90827199";
101;"Больница";"Сходненский туп. 1/6 корп. стр. больница 1эт";"37,431876";"55,830775";"Карты";"Больница";"Нет";"Да";"Нет";"90827200";
102;"Больница";"Сходненский туп. 1/6 корп. стр. больница 2эт";"37,431937";"55,829884";"Карты";"Больница";"Нет";"Да";"Нет";"90827201";
103;"Больница";"Сходненский туп. 1/6 корп. стр. больница 3эт";"37,431937";"55,829884";"Карты";"Больница";"Нет";"Да";"Нет";"90836202";
104;"Больница";"Сходненский туп. 1/6 корп. стр. больница 1эт";"37,431937";"55,829884";"Карты";"Больница";"Нет";"Да";"Нет";"90836203";
105;"Ул.Кабина";"Героев Панфиловцев ул. 7 корп. стр.";"37,432207";"55,857351";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90836204";
106;"Организация";"Лациса Вилиса ул. 2 корп. стр. Интернат-ветеранов";"37,432394";"55,866316";"Карты";"Организация";"Нет";"Да";"Нет";"90836205";
107;"Организация";"Лациса Вилиса ул. 2 корп. стр. Интернат-ветеранов";"37,432872";"55,866581";"Карты";"Организация";"Нет";"Да";"Нет";"90836206";
108;"Организация";"Лациса Вилиса ул. 2 корп. стр. Интернат-ветеранов";"37,433108";"55,866481";"Карты";"Организация";"Нет";"Да";"Нет";"90836207";
109;"Организация";"Лациса Вилиса ул. 2 корп. стр. Интернат-ветеранов";"37,433092";"55,866382";"Карты";"Организация";"Нет";"Да";"Нет";"90836208";
110;"Вуз";"Фабрициуса ул. 21 корп. стр. МГПУ";"37,433801";"55,842784";"Карты";"Вуз";"Нет";"Да";"Нет";"90836209";
111;"Больница";"Можайское шоссе 14 корп. стр. больница 71, терапия, эт. 3";"37,433051";"55,722399";"Карты";"Больница";"Нет";"Нет";"Нет";"90836210";
112;"Больница";"Можайское шоссе 14 корп. стр. больница 71, хирургия, эт. 4";"37,431291";"55,721994";"Карты";"Больница";"Да";"Нет";"Да";"90836211";
113;"Организация";"Рябиновая ул. 44 корп. стр. з-д шампанских вин";"37,435058";"55,674549";"Карты";"Организация";"Нет";"Да";"Нет";"90836212";
114;"Школа";"Гродненская ул. 5 корп. стр. лицей 42";"37,435096";"55,717626";"Карты";"Школа";"Нет";"Да";"Нет";"90836213";
115;"Ул.Кабина";"Райниса Яна бульв. 1 корп. стр.";"37,438502";"55,850068";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836214";
116;"Метро-переход";"Тушинская ст.м. корп. стр. вых. к центру";"37,437451";"55,827434";"Карты+монеты";"Метро-переход";"Нет";"Нет";"Нет";"90836215";
117;"Метро-переход";"Тушинская ст.м. корп. стр.";"37,436996";"55,825545";"Карты";"Метро-переход";"Да";"Нет";"Да";"90836216";
118;"Метро-вистебюль";"Планерная ст.м. корп. стр. вых к центру";"37,436883";"55,859701";"Карты+монеты";"Метро-вистебюль";"Нет";"Нет";"Нет";"90836217";
119;"Метро-вистебюль";"Планерная ст.м. корп. стр. вых. от центра";"37,43613";"55,86168";"Карты+монеты";"Метро-вистебюль";"Нет";"Нет";"Нет";"90836218";
120;"Ул.Кабина";"Героев Панфиловцев ул. 1 корп.1 стр.";"37,437456";"55,85131";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836219";
121;"Метро-переход";"Сходненская ст.м. корп. стр. вых. от центра";"37,439796";"55,851487";"Карты+монеты";"Метро-переход";"Нет";"Нет";"Нет";"90836220";
122;"Метро-переход";"Сходненская ст.м. корп. стр. вых. к центру";"37,440467";"55,849487";"Карты";"Метро-переход";"Да";"Нет";"Да";"90836221";
123;"Ул.Кабина";"Героев Панфиловцев ул. 2 корп. стр.";"37,440464";"55,851621";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836222";
124;"Больница";"Загорского пр. 20 корп. стр. эт.2 МСЧ №58";"37,440146";"55,717401";"Карты";"Больница";"Нет";"Да";"Нет";"90836223";
125;"Больница";"Загорского пр. 20 корп. стр. эт.2 МСЧ №58";"37,440146";"55,717401";"Карты";"Больница";"Нет";"Да";"Нет";"90836224";
126;"Ул.Кабина";"Сходненская ул. 44 корп. стр.";"37,440042";"55,845938";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836225";
127;"Метро-улица";"Кунцево ст.м. корп. стр. ""Кунцевская"" ст. м. вых. к Рублевскому шоссе";"37,446283";"55,730789";"Карты+монеты";"Метро-улица";"Нет";"Нет";"Нет";"90836226";
128;"Метро-улица";"Кунцево ст.м. корп. стр. выход к Рублевскому шоссе";"37,445677";"55,730741";"Карты";"Метро-улица";"Да";"Нет";"Да";"90836227";
129;"Организация";"Вишневая ул. 7 корп. стр.";"37,444122";"55,831322";"Карты";"Организация";"Нет";"Да";"Нет";"90836228";
130;"Организация";"Вишневая ул. 7 корп. стр.";"37,444114";"55,831294";"Карты";"Организация";"Нет";"Да";"Нет";"90836229";
131;"Организация";"Вишневая ул. 7 корп. стр.";"37,444131";"55,831294";"Карты";"Организация";"Нет";"Да";"Нет";"90836230";
132;"Организация";"Вишневая ул. 7 корп. стр.";"37,444097";"55,831294";"Карты";"Организация";"Нет";"Да";"Нет";"90836231";
133;"Организация";"Вишневая ул. 7 корп. стр.";"37,444114";"55,831289";"Карты";"Организация";"Нет";"Да";"Нет";"90836232";
134;"Организация";"Вишневая ул. 7 корп. стр.";"37,444114";"55,831284";"Карты";"Организация";"Нет";"Да";"Нет";"90836233";
135;"Организация";"Вишневая ул. 7 корп. стр.";"37,444114";"55,831289";"Карты";"Организация";"Нет";"Да";"Нет";"90836234";
136;"Организация";"Вересаева ул. 11 корп. стр. АТС 444 этаж 1";"37,44561";"55,719302";"Карты";"Организация";"Нет";"Нет";"Нет";"90836235";
137;"Организация";"Ковшовой Наташи ул. 14 корп. стр. 1 эт. ЖБИ";"37,445967";"55,679371";"Карты";"Организация";"Нет";"Да";"Нет";"90836236";
138;"Организация";"Ковшовой Наташи ул. 14 корп. стр. 1 эт. ЖБИ";"37,445927";"55,679363";"Карты";"Организация";"Нет";"Да";"Нет";"90836237";
139;"Организация";"Тушинская ул. 11 корп. стр. здание ТуТУ";"37,448415";"55,825648";"Карты";"Организация";"Нет";"Нет";"Нет";"90836238";
140;"Школа";"Фомичевой ул. 1/1 корп. стр. школа";"37,446826";"55,857479";"Карты";"Школа";"Нет";"Да";"Нет";"90836239";
141;"Ул.Кабина";"Кунцево платф. Моск. Белорусской ж.д. корп. стр.";"37,449102";"55,726669";"Карты+монеты";"Ул.Кабина";"Нет";"Нет";"Нет";"90836240";
142;"Ул.Кабина";"Кунцево платф. Моск. Белорусской ж.д. корп. стр.";"37,449093";"55,72665";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836241";
143;"Ул.Кабина";"Озерная ул. 34 корп. стр.";"37,450176";"55,673748";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836242";
144;"Школа";"Долгова ул. 12 корп. стр. школа";"37,450417";"55,830452";"Карты";"Школа";"Нет";"Да";"Нет";"90836243";
145;"Школа";"Фабрициуса ул. 6 корп. стр. школа";"37,450522";"55,845893";"Карты";"Школа";"Нет";"Да";"Нет";"90836244";
146;"Школа";"Свободы ул. 3 а корп.;стр.;школа";"37,449315";"55,825095";"Карты";"Школа";"Нет";"Да";"Нет";"90836245";
147;"Ул.Кабина";"Очаковская Б. ул. 27 корп. стр.";"37,452204";"55,679678";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836246";
148;"Школа";"Живописная ул. 1 корп. стр. дет.муз.школа";"37,452647";"55,779764";"Карты";"Школа";"Нет";"Да";"Нет";"90836247";
149;"Ул.Кабина";"Аминьевское шоссе 16 корп. стр.";"37,453739";"55,713944";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836248";
150;"Жилой дом";"Аминьевское шоссе 15 корп. стр. в подъезде, 1 эт.";"37,453982";"55,706322";"Карты";"Жилой дом";"Нет";"Нет";"Нет";"90836249";
151;"Организация";"Свободы ул. 37 корп. стр. организация";"37,454015";"55,840725";"Карты";"Организация";"Нет";"Да";"Нет";"90836250";
152;"Организация";"Очаковская Б. ул. 22 корп. стр. упр.защиты населения";"37,455936";"55,682752";"Карты";"Организация";"Нет";"Да";"Нет";"90836251";
153;"Школа";"Никулинская ул. 5 корп. стр. шшкола №1741";"37,455254";"55,666725";"Карты";"Школа";"Нет";"Да";"Нет";"90836252";
154;"Школа";"Гамалеи ул. 17 корп. стр. школа 1210";"37,456185";"55,799193";"Карты";"Школа";"Нет";"Да";"Нет";"90836253";
155;"Ул.Кабина";"Авиационная ул. 57 корп. стр. у здания АТС";"37,458575";"55,809561";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836254";
156;"Больница";"Гамалеи ул. 15 корп. стр. МСЧ-12, корп.4, эт.2-3";"37,45644";"55,798571";"Карты";"Больница";"Нет";"Да";"Нет";"90836255";
157;"Больница";"Гамалеи ул. 15 корп.3 стр. МСЧ-12, корп.3, эт.3-4";"37,458406";"55,798995";"Карты";"Больница";"Нет";"Да";"Нет";"90836256";
158;"Ул.Кабина";"Кутузовский просп. 59 корп. стр.";"37,458919";"55,725398";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90836257";
159;"Ул.Кабина";"Инициативная ул. 5 корп.1 стр.";"37,458345";"55,71642";"Карты+монеты";"Ул.Кабина";"Нет";"Нет";"Нет";"90836258";
160;"Больница";"Иваньковское шоссе 7 корп. стр. госп.ГВФ, корп.А, эт.8";"37,459711";"55,822278";"Карты";"Больница";"Да";"Нет";"Да";"90836259";
161;"Ул.Кабина";"Габричевского ул. 10 корп. стр.";"37,459844";"55,816729";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836260";
162;"Больница";"Волоколамское шоссе 80 корп. стр. больница, 4 этаж";"37,461729";"55,820187";"Карты";"Больница";"Нет";"Да";"Нет";"90836261";
163;"Больница";"Волоколамское шоссе 80 корп. стр. больница, эт.3";"37,461729";"55,820187";"Карты";"Больница";"Нет";"Да";"Нет";"90836262";
164;"Больница";"Волоколамское шоссе 80 корп. стр. больница, эт.4";"37,461729";"55,820187";"Карты";"Больница";"Нет";"Да";"Нет";"90836263";
165;"Больница";"Волоколамское шоссе 80 корп. стр. больница, эт.5";"37,461729";"55,820187";"Карты";"Больница";"Нет";"Да";"Нет";"90836264";
166;"Больница";"Волоколамское шоссе 80 корп. стр. больница, вход";"37,461729";"55,820187";"Карты";"Больница";"Нет";"Да";"Нет";"90836265";
167;"Больница";"Волоколамское шоссе 80 корп. стр. больница, эт.3";"37,461729";"55,820187";"Карты";"Больница";"Нет";"Да";"Нет";"90836266";
168;"Метро-переход";"Щукинская ст. м. корп. стр. вых. от центра";"37,462823";"55,809089";"Карты+монеты";"Метро-переход";"Нет";"Нет";"Нет";"90836267";
169;"Метро-переход";"Щукинская ст. м. корп. стр. вых к цетру";"37,465837";"55,807642";"Карты";"Метро-переход";"Да";"Нет";"Да";"90836268";
170;"Школа";"Карамышевская наб. 54 корп.2 стр. школа №115";"37,462917";"55,775052";"Карты";"Школа";"Нет";"Да";"Нет";"90836269";
171;"Ул.Кабина";"Кременчугская ул. 7 корп.1 стр. корп. 1";"37,462302";"55,721507";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836270";
172;"Ул.Кабина";"Гамалеи ул. 12 корп. стр.";"37,463059";"55,798728";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836271";
